机构ID	机构名称	报表时间	捐赠收入_限定	会费收入_限定	提供服务收入_限定	政府购买服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	调整净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	政府购买服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	调整净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fp_dt	fa_dine	fa_asine	fa_sine	fa_gse	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_chase	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_gsu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_chasu	fa_nechu
2981	贵州省遵义市见义勇为基金会	2013	0	0	0		0	0	0	48750.83	48750.83	1143854	110501.46	0	0	1254355.46	0		-1205604.63	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
2982	贵州省铜仁市见义勇为基金会	2013	0	0	0		0	0	4253.41	3920.1	8173.51	9000	3285.5	0	0	12285.5	0		-4111.99	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
2983	贵州省青少年发展基金会	2013	151581854.4	0	0		0	0	0	0	151581854.4	0	0	0	0	0	197949416.08		-46367561.68	1900	0	0		0	3338000	1008887.98	7184719.67	11533507.65	202786046.64	2722818.46	47809	797139.96	206353814.06	-197949416.08		3129109.67
2984	贵州省青年创业就业基金会	2013	1889286.51	0	0		0	0	0	0	1889286.51	0	0	0	0	0	0		1889286.51	635054	0	0		0	0	0	0	635054	2362030.46	402104.59	45634.88	0	2809769.93	0		-2174715.93
2985	贵州省青年志愿服务基金会	2013	2723945.78	0	0		0	237500	0	0	2961445.78	0	0	0	0	0	0		2961445.78	0	0	0		0	0	36986.3	0	36986.3	2050426.6	77104.2	-9850.98	0	2117679.82	0		-2080693.52
2986	贵州省黔东南州见义勇为基金会	2013	3000	0	0		0	1000000	194877.82	94944.19	1292822.01	70664.7	6425.9	0	0	77090.6	0		1215731.41	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
2987	贵州省黔南州见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	100000	0	13640.71	113640.71	0	9522.9	0	0	9522.9	0		104117.81
2988	贵州省黔西南州见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	104000	0	168687.78	272687.78	887000	708	0	0	887708	0		-615020.22
2989	资阳市关心下一代基金会	2013	50000	0	0		0	0	0	0	50000	50000	0	0	0	50000	0		0	2665000	0	0		0	0	0	5833.54	2670833.54	1438178	61510.6	49990.5	0	1549679.1	0		1121154.44
2990	资阳市雁江区教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	914731	0	0		0	0	0	7556.25	922287.25	1022924	96084	0	0	1119008	0		1241336.25
2991	赣州市红十字博爱基金会	2013	1420502	0	0		0	0	0	0	1420502	1420502	0	0	0	1420502	0		0	416650.18	0	0		0	0	1442645.86	7290.03	1866586.07	4526899.6	124746.18	25963	0	4677608.78	0		-2811022.71
2992	赣州市青少年发展基金会	2013	6306856.45	0	0		0	0	0	0	6306856.45	5072062.8	0	0	0	5072062.8	0		1234793.65	0	0	0		0	0	0	1003595.78	1003595.78	0	265322.13	0	20	265342.13	0		738253.65
2994	赣榆县见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	17573.85	17573.85	41000	0	0	0	41000	0		-23426.15
2995	赤峰市人民教育基金会	2013	1000000	0	0		0	0	0	0	1000000	0	0	0	0	0	0		0	2295000	0	0		0	0	0	5354.04	2300354.04	500000	49552.5	0	97	549649.5	0		2750704.54
2996	赤峰绿化基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	904200	0	0		0	0	0	20464.89	924664.89	674888	27247.3	0	0	702135.3	0		222529.59
2997	辽宁光达优抚爱心基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1170000	0	0		0	0	0	46226.67	1216226.67	1467800	66230.37	0	0	1534030.37	0		-317803.7
2998	辽宁爱之光防盲基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3911535.48	0	0		0	0	0	0	3911535.48	4592841.81	240220.84	0	0	4833062.65	0		0
2999	辽宁现代公益扶助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	6982.69	6982.69	0	0	0	0	0	0		6982.69
3000	辽宁省东北财经大学教育基金会	2013	100000	0	0		0	0	0	0	100000	100000	0	0	0	100000	0		0	42860	0	0		0	0	0	14786.29	57646.29	129000	9576.76	0	0	138576.76	0		-80930.47
3001	辽宁省体育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	2720000		0	0	0	31557.72	2751557.72	7076464.92	786092.32	0	0	7862557.24	0		-5110999.52
3004	辽宁省公安民警英烈救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	46974300		-46974300	18001244	0	0		0	3924000	0	160944.41	22086188.41	34659588.8	62059.57	0	0	34721648.37	-46974300		34338840.04
3005	辽宁省公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2414423.48	0	0		0	105760	0	4716.65	2524900.13	2096959.36	179950.32	0	0	2276909.68	0		247990.45
3006	辽宁省兴隆大家庭大病救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1000000	0	0		0	0	0	6306.27	1006306.27	838552.45	10033.5	0	0	848585.95	0		157720.32
3007	辽宁省周延慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	850000	0	0		0	0	0	5988.19	855988.19	842049.33	5800	0	712	848561.33	0		7426.86
3008	辽宁省国防教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	14026.65	14026.65	0	158178.46	0	0	158178.46	0		-144151.81
3009	辽宁省大连交通大学教育基金会	2013	542500	0	0		0	0	0	0	542500	0	0	0	0	0	951727.75		-409227.75	71770	0	0		0	0	0	24860.89	96630.89	1087649.75	14227.94	0	0	1101877.69	-951727.75		-53519.05
3010	辽宁省大连海事大学博联助学基金会	2013	1661160	0	0		0	0	0	173724.51	1834884.51	681402	0	0	0	681402	0		1153482.51	0	0	0		0	0	0	2663.33	2663.33	0	34663.77	0	0	34663.77	0		-32000.44
3011	辽宁省大连海事大学教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	5139630.8	0	0		0	0	0	183024.02	5322654.82	1700133.81	51077.3	0	0	1751211.11	0		3571443.71
3012	辽宁省大连海洋大学教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	628000	0	0		0	0	0	67311.84	695311.84	294245	14848	0	0	309093	0		386218.84
3013	辽宁省大连理工大学教育发展基金会	2013	15761698.99	0	0		0	0	0	0	15761698.99	7492819.68	0	0	0	7492819.68	0		8268879.31	9083777.54	0	0		0	0	0	381503.04	9465280.58	10165356.02	217012.13	25698.05	0	10408066.2	0		-942785.62
3014	辽宁省妇女儿童基金会	2013	2144350	0	0		0	0	0	0	2144350	1141930	0	0	0	1141930	0		1002420	0	0	0		0	0	0	435780.34	435780.34	1881	8667.7	0	0	10548.7	0		425231.64
3015	辽宁省抚顺市爱心教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	423391.35	0	0		0	0	0	125131	548522.35	583381.35	47338.9	0	0	630720.25	0		-82197.9
3016	辽宁省教育基金会	2013	3789521.07	0	0		0	0	0	0	3789521.07	3041840.27	0	0	0	3041840.27	0		747680.8	0	0	0		0	0	0	1566072.22	1566072.22	1246128.25	371329.2	0	0	1617457.45	0		-51385.23
3017	辽宁省残疾人福利基金会	2013	605002.2	0	0		0	0	0	0	605002.2	369778.2	0	0	0	369778.2	0		235224	694780.93	0	0		0	0	0	6389.46	701170.39	2717351.67	177211.34	45900	0	2940463.01	0		-2239292.62
3018	辽宁省沈阳农业大学教育基金会	2013	6796690	0	0		0	0	0	0	6796690	939907.8	0	0	0	939907.8	0		5856782.2	0	0	0		0	0	0	264466.85	264466.85	0	70903.42	0	0	70903.42	0		193563.43
3019	辽宁省沈阳化工大学教育基金会	2013	388000	0	0		0	0	0	0	388000	253608	0	0	0	253608	0		134392	3000	0	0		0	0	0	12686.02	15686.02	79977	7829	11	0	87817	0		-72130.98
3020	辽宁省沈阳师范大学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	313941.4	0	0		0	0	0	6858.74	320800.14	430900	11708	1271.2	0	443879.2	0		-123079.06
3021	辽宁省沈阳理工大学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2185000	0	0		0	0	0	14056.29	2199056.29	153759	11825.5	7462	0	173046.5	0		2026009.79
3022	辽宁省红十字基金会	2013	2111390.43	0	0		0	0	0	0	2111390.43	1631397.06	0	0	0	1631397.06	0		479993.37	130000	0	0		0	0	0	36803.37	166803.37	0	130661.91	0	0	130661.91	0		36141.46
3023	辽宁省老年基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	300000	9740.69	309740.69	16800	524273.01	0	0	541073.01	0		-231332.32
3025	辽宁省见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	2720000	0	8132.02	2728132.02	2315555.87	259912.05	0	0	2575467.92	0		152664.1
3026	辽宁省辽宁大学教育基金会	2013	12000	0	0		0	0	0	0	12000	0	0	0	0	0	15000		-3000	1310892	0	0		0	0	0	4188.14	1315080.14	633000	3164	2300	0	638464	-15000		691616.14
3027	辽宁省辽宁工业大学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	341360	0	0		0	0	0	10735.79	352095.79	424500	81391.9	0	0	505891.9	0		0
3028	辽宁省辽宁工程技术大学教育基金会	2013	1910000	0	0		0	0	0	0	1910000	1380000	0	0	0	1380000	0		530000	1000	0	0		0	0	0	42837.04	43837.04	15000	28333.8	0	0	43333.8	0		503.24
3029	辽宁省辽宁师范大学教育基金会	2013	231500	0	0		0	0	0	0	231500	202200	0	0	0	202200	0		29300	0	0	0		0	0	0	12440.99	12440.99	100000	5119.98	0	0	105119.98	0		-92678.99
3030	辽宁省辽宁水利职业学院教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	758.33	758.33	0	0	0	0	0	0		758.33
3031	辽宁省辽宁石油化工大学教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	531115.18	0	0		0	0	0	85752.51	616867.69	695343	14217.5	0	0	709560.5	0		-92692.81
3032	辽宁省闽商公益基金会	2013	115000	0	0		0	0	0	0	115000	115000	0	0	0	115000	0		0	3802800	0	0		0	0	0	3135.16	3805935.16	1396596.9	50176	0	0	1446772.9	0		2359162.26
3033	辽宁省青少年发展基金会	2013	8032590.6	0	0		0	0	0	0	8032590.6	0	0	0	0	0	6792412.5		1240178.1	0	0	0		0	0	0	65513.41	65513.41	8045276.1	49869.42	0	0	8095145.52	-6792412.5		-1237219.61
3034	辽宁省青年创业基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	30000	0	0		0	0	0	214279.16	244279.16	247206.19	24437.74	678.4	0	272322.33	0		-28043.17
3036	辽源市公安民警优抚基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	10000	0	0		0	0	0	2401557.16	2411557.16	866887	29660.23	0	309059.37	1205606.6	0		1195950.56
3037	辽源市兴学弘泰教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	3898.97	3898.97	15000	0	0	260	15260	0		-11361.03
3038	辽源市平安基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	1165010.61	1165010.61	1881477	13019	0	207593.22	2102089.22	0		-937078.61
3040	辽阳辽化教育奖励基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	185658.6	98.87	185757.47	155380	15504.5	0	0	170884.5	0		14872.97
3041	达州市教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	251.55	251.55	0	0	0	5560	5560	0		0
3042	达拉特旗人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1724409	0	0		0	0	163492.76	0	1887901.76	1996923	5216	0	0	2002139	0		-114237.24
3043	连云港公安大病特困救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	463000	0	0		0	0	0	14734.23	477734.23	32900	0	0	0	32900	0		444834.23
3047	连云港市新浦区见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	7063.88	7063.88	4500	17.5	0	0	4517.5	0		2546.38
3049	连云港市海州区见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	500000	0	0		0	0	0	93239.23	593239.23	24441.74	1650.8	0	0	26092.54	0		567146.69
3051	连云港市连云区见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	715.26	715.26	8000	36	0	0	8036	0		-7320.74
3053	连云港师范高等专科学校教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	5519000	0	0		0	0	0	37407.69	5556407.69	1138750	8246.8	0	0	1146996.8	0		4409410.89
3054	连云港正大天晴爱心基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3060970	0	0		0	0	0	132254.06	3193224.06	761222.65	0	0	82.5	761305.15	0		2431918.91
3055	连云港经济技术开发区见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	60000	0	0		0	0	400000	94019.59	554019.59	18078	302	0	0	18380	0		535639.59
3056	连云港职业技术学院教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1540000	0	0		0	0	0	3878.82	1543878.82	521000	3145	0	0	524145	0		947255.51
3057	通化市公安民警优抚基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	3555.78	3555.78	190000	13547.5	0	0	203547.5	0		-199991.72
3058	通化矿业集团扶贫济困基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	500000	0	0		0	0	0	6577.04	506577.04	415580	10055.5	0	0	425635.5	0		80941.54
3059	通辽市扶贫基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	768.85	0	0		0	0	0	23299.97	24068.82	0	0	0	1543	1543	0		22525.82
3060	通辽市科尔沁民歌基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	300		0	0	0	0	300	0	47271.5	-1001.19	0	46270.31	0		-45970.31
3061	遂宁市关心下一代基金会	2013	1100000	0	0		0	0	0	0	1100000	0	0	0	0	0	0		0	770582.06	0	0		0	0	0	7648.18	778230.24	0	0	0	0	0	0		0
3062	遂昌县人民教育基金会	2013	70000	0	0		0	0	0	0	70000	0	0	0	0	0	0		70000	2829900	0	0		0	0	0	0	2829900	2607530	3770	0	0	2611300	0		218600
3063	邳州市慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	8118000	0	0		0	0	0	120908.24	8238908.24	4802115	100451.76	0	7174.3	4909741.06	0		3329167.18
3064	邳州市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	182800		0	0	0	0		0	0	0	220800	220800	38000	0	0	0	38000	0		0
3065	邵东县教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	605664	0	0		0	0	60000	93098.19	758762.19	649941	51920.5	0	10331	712192.5	0		46569.69
3066	邵阳市教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1104406	0	0		0	200000	890000	7949.67	2202355.67	1633190	136079.97	0	0	1769269.97	0		433085.7
3067	郑州市法律援助基金会	2013	0	0	0		0	700000	0	0	700000	0	0	0	0	0	0		700000	9465600	0	0		0	0	98465.75	32452.54	9596518.29	0	425810.6	116585.3	0	542395.9	0		9054122.39
3068	都江堰友爱教育基金会	2013	170267	0	0		0	0	0	0	170267	268885.77	0	0	0	268885.77	0		-98618.77	175000	0	0		0	0	0	364836.78	539836.78	725898.97	84722.6	0	0	810621.57	0		-270784.79
3069	都江堰市教育发展基金会	2013	2311421.54	0	0		0	0	0	337370.37	2648791.91	1917604	0	0	0	1917604	195425.92		535761.99	0	0	0		0	0	0	0	0	0	18123.5	0	0	18123.5	-195425.92		177302.42
3070	鄂尔多斯东联教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	210000	210000	472400	124814.81	0	-313.69	596901.12	0		-386901.12
3072	鄂尔多斯市东胜环境卫生事业发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	209650	0	0		0	0	0	4790.56	214440.56	0	0	0	0	0	0		214440.56
3073	鄂尔多斯市人民教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	100000	0	0		0	0	0	19096.49	119096.49	0	3034.5	0	0	3034.5	0		116061.99
3074	鄂尔多斯市成吉思汗基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	2727711.83		0	10000	0	0		0	0	0	17514.3	27514.3	218664.24	16500	0	0	235164.24	0		2520061.89
3075	鄂尔多斯市残疾人福利基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	4153022.45	4153022.45	1096550	7039.2	0	86386.56	1189975.76	0		2963046.69
3076	鄂尔多斯市莲之心慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	100000	4809	0	0	104809	0		-104809
3078	鄂托克前旗教师奖励基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	500000	0	0		0	0	0	2185.77	502185.77	503000	6058	0	0	509058	0		-6872.23
3079	鄂托克旗教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	917000	1097.15	918097.15	709000	72692.5	0	961.5	782654	0		135443.15
3081	重庆光彩事业基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	5100000	0	0		0	0	0	17266.04	5117266.04	548000	53415	235.5	0	601650.5	0		4515615.54
3082	重庆协信公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	780707.8	0	0		0	0	0	23002.49	803710.29	667710	17528.35	104	0	685342.35	0		118367.94
3083	重庆大学教育发展基金会	2013	21770650.19	80000	0		0	48770804	0	0	70621454.19	62110483.62	0	0	0	62110483.62	0		8510970.57	338842.8	80000	0		0	0	0	2396160.18	2815002.98	836632.8	506613.82	545063.29	0	1888309.91	0		926693.07
3084	重庆大德公益基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	4120800	0	0		0	0	0	815.99	4121615.99	0	0	0	0	0	0		4121615.99
3085	重庆市万州区教育基金会	2013	1431173	0	0		0	0	0	0	1431173	294000	0	0	0	294000	0		1137173	579762	0	0		0	0	395465.83	13313.73	988541.56	2032475.32	109170.34	0	0	2141645.66	0		-1153104.1
3086	重庆市人口福利基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
3088	重庆市南川区教育基金会	2013	400396.8	0	0		0	0	0	0	400396.8	0	0	0	0	0	200000		200396.8	0	0	10000		0	0	0	6400.2	16400.2	220000	7532	0	0	227532	-200000		-11131.8
3089	重庆市卢作孚教育基金会	2013	0	0	0		0	0	0	20089.61	20089.61	1210500	15391	0	0	1225891	0		-1205801.39	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
3090	重庆市开县教育基金会	2013	4293263.3	0	0		0	0	0	0	4293263.3	245263.3	0	0	0	245263.3	0		4048000	6338138.5	0	0		0	100000	2060000	85858.88	8583997.38	2334223	187192.64	127430.2	0	2648845.84	0		4081151.54
3091	重庆市彭水教育基金会	2013	3970593.1	0	0		0	0	0	0	3970593.1	2658039.1	0	0	0	2658039.1	0		1312554	697452	0	0		0	1600000	31147.95	72452.37	2401052.32	1350133.3	173071.06	109.1	0	1523313.46	0		877738.86
3092	重庆市武隆县扶贫基金会	2013	1364000	0	0		0	0	0	0	1364000	1214000	0	0	0	1214000	0		150000	4318650	0	0		0	2000000	0	44733.24	6363383.24	1612200	221691.79	0	0	1833891.79	0		4529491.45
3093	重庆市沈铁梅文化发展基金会	2013	2000000	0	0		0	0	0	7753.33	2007753.33	0	4818	2.5	0	4820.5	0		2002932.83	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
3094	重庆市科技事业发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	40000	0	0		0	0	0	69013.79	109013.79	211871.51	16279.2	0	0	228150.71	0		-119136.92
3095	重庆市科普发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	4200000	0	0		0	0	63254.8	11757.87	4275012.67	124640.9	9860.2	8535.3	0	143036.4	0		4131976.27
3096	重庆市老年事业发展基金会	2013	10970134.23	0	0		0	0	0	0	10970134.23	10953730.1	0	0	0	10953730.1	0		16404.13	0	0	0		0	1000000	0	75427.09	1075427.09	810985.2	281145.63	0	0	1092130.83	0		-16703.74
3097	重庆市长寿区聚商公益慈善基金会	2013	200000	0	0		0	0	0	0	200000	200000	0	0	0	200000	0		0	2121010	0	0		0	0	0	4368.67	2125378.67	100000	6230	533.6	0	106763.6	0		2018615.07
3098	重庆市青年志愿服务基金会	2013	798138.7	0	0		0	0	0	0	798138.7	0	0	0	0	0	647242.7		150896	548089.72	0	0		0	0	0	0	548089.72	483654	12810	-11778.28	0	484685.72	-647242.7		710646.7
3099	重庆师范大学教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1162000	0	0		0	0	0	28891.94	1190891.94	379000	11050.79	200	0	390250.79	0		800641.15
3100	重庆社会救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	10000000	0	87037.99	10087037.99	9419889.06	647120.62	0	0	10067009.68	0		20028.31
3101	重庆西南大学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	19940007.5	0	0		0	0	0	498484.32	20438491.82	11325836.18	95202.7	0	0	11421038.88	0		9017452.94
3102	重庆西南政法大学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1200000	0	0		0	0	360000	2256.24	1562256.24	499746.9	51074.4	415.5	0	551236.8	0		1011019.44
3103	重庆邮电大学教育基金会	2013	3342619.9	0	0		0	0	0	0	3342619.9	675198	1096.2	0	0	676294.2	0		2666325.7	0	0	0		0	0	0	18083.25	18083.25	0	0	0	0	0	0		18083.25
3104	重庆金平法学教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1040050	30000	0		0	0	212500	1411.5	1283961.5	558001.6	43665.24	2794.5	0	604461.34	0		679500.16
3105	重庆陈玉仙慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	2000000	0	0		0	0	0	1390.48	2001390.48	0	3457	0	0	3457	0		1997933.48
3106	金华市人民教育基金会	2013	7101905	0	0		0	0	0	0	7101905	4580045	0	0	0	4580045	0		2521860	447995	0	0		0	0	0	219796.53	667791.53	65000	96258.26	0	0	161258.26	0		506533.27
3107	金华市外国语学校教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	12947000	0	0		0	0	0	0	12947000	13000000	1948	-57452.66	0	12944495.34	0		2504.66
3108	金华市永远的荣光艺术教育基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3543000	0	0		0	0	0	0	3543000	1023045	9454	0	0	1032499	0		13225798.95
3109	金华市见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	85000	0	0		0	117000	0	222238.07	424238.07	1114000	3629	0	0	1117629	0		-693390.93
3111	金华职业技术学院教育发展基金会	2013	956204	0	0		0	0	0	367110	1323314	171392.5	0	0	0	171392.5	0		1151921.5	70000	0	0		0	0	0	2412642.71	2482642.71	1646680	35291.75	0	0	1681971.75	0		800670.96
3113	金湖县见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1456000	0	0		0	0	0	0	1456000	233000	20522	227021.83	0	480543.83	0		975456.17
3115	金陵科技学院教育发展基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	20780000	0	0		0	0	0	81531.85	20861531.85	24129920	41497.6	0	0	24171417.6	0		-3309885.75
3116	金龙鱼慈善公益基金会	2013	7362544.5	0	0		0	0	0	0	7362544.5	3741729.75	0	0	0	3741729.75	30910.63		3589904.12	14942500	0	0		0	0	0	0	14942500	18570758.95	16748	-52094.61	0	18535412.34	-30910.63		-3562001.71
3117	钦州市政协爱心慈善基金会	2013	750000	0	0		0	0	0	0	750000	750000	0	0	0	750000	0		0	3951828	0	0		0	200000	0	24632.16	4176460.16	1412075	22196.3	0	0	1434271.3	0		0
3118	铁岭市公安民警救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	3514800	0	0		0	0	0	22605.11	3537405.11	2496000	10259	0	0	2506259	0		1031146.11
3120	锡林郭勒盟扶贫基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0
3122	锦州市公安民警救助基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	1381900	0	0		0	0	0	14606.91	1396506.91	1245060	130057.02	0	0	1375117.02	0		21389.89
3123	锦树爱心慈善基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	192000	1.49	192001.49	172533.6	0	0	0	172533.6	0		19467.89
3124	镇江市丹徒区见义勇为基金会	2013	0	0	0		0	95000	0	0	95000	0	85738.6	0	0	85738.6	0		9261.4	65000	0	0		0	360000	0	381378.29	806378.29	316579.5	0	0	0	316579.5	0		489798.79
3125	镇江市京口区见义勇为基金会	2013	0	0	0		0	0	0	0	0	0	0	0	0	0	0		0	0	0	0		0	0	0	359500	359500	257638.4	18090	0	0	275728.4	0		83771.6
3126	镇江市新区见义勇为基金会	2013	0	0	0		0	100000	0	0	100000	0	33894	0	0	33894	0		0	0	0	0		0	150000	0	691.71	150691.71	152245	0	0	0	152245	0		0
3127	镇江市润州区见义勇为基金会	2013	10000	0	0		0	110000	0	0	120000	0	65272.6	0	0	65272.6	0		54727.4	5000	0	0		0	0	0	373279.25	378279.25	364111	0	0	0	364111	0		14168.25
3128	镇江市见义勇为基金会	2013	0	0	0		0	250000	0	250000	500000	0	184084.6	0	0	184084.6	0		315915.4	11395000	0	0		0	0	0	4625042.49	16020042.49	2277935.65	108700	0	0	2386635.65	0		13633406.84
3129	长安大学教育基金会	2013	1972000	0	0		0	0	0	18762.84	1990762.84	2867000	0	0	0	2867000	0		-876237.16	17000.41	0	0		0	0	0	21654.91	38655.32	201349.2	10659.4	0	0	212008.6	0		-173353.28
