ricf_oid	ba_cn	nacao_uscc	name_set
854	南通职业大学教育发展基金会	53320000509160226F	南通职业大学教育发展基金会
855	南通高等师范学校教育发展基金会		南通高等师范学校教育发展基金会
856	南都公益基金会	53100000500020518N	南都公益基金会
857	南阳油田中小学教师奖励基金会	5341000078919151XY	南阳油田中小学教师奖励基金会
858	即墨市爱心养老基金会	53370282MJE007012R	即墨市爱心养老基金会
859	厦门中山医院基金会	5335000051215824XX	厦门中山医院基金会
860	厦门仁爱医疗基金会	53350200079391330K	厦门仁爱医疗基金会
861	厦门双十中学教育基金会	533500005136594332	厦门双十中学教育基金会
862	厦门大博医疗慈善基金会	53350200079379649U	厦门大博医疗慈善基金会
863	厦门大学教育发展基金会	53350000786900683A	厦门大学教育发展基金会
864	厦门大学陈安国际法学发展基金会	53350000587514456Y	厦门大学陈安国际法学发展基金会
865	厦门工商旅游学校教育基金会	5335000051365902XT	厦门工商旅游学校教育基金会#厦门商业学校教育基金会
866	厦门市妇女儿童发展基金会	53350000B36954746U	厦门市妇女儿童发展基金会#厦门市儿童少年基金会
867	厦门市教育基金会	53350000513656099E	厦门市教育基金会
868	厦门市红十字基金会	53350000513656080H	厦门市红十字基金会
869	厦门市翔业爱心基金会	53350200058369302Y	厦门市翔业爱心基金会
870	厦门市翔安区教育基金会	53350000052312356P	厦门市翔安区教育基金会
871	厦门市老年基金会	533500005136560486	厦门市老年基金会
872	厦门市集美社公业基金会	53350000513659513M	厦门市集美社公业基金会
873	厦门市革命传统教育发展基金会	53350000050348179X	厦门市革命传统教育发展基金会
874	厦门建安慈善基金会	53350000664741178H	厦门建安慈善基金会
875	厦门春水爱心基金会	53350200065871202K	厦门春水爱心基金会
876	厦门残疾人福利基金会	53350000784515191X	厦门残疾人福利基金会
877	厦门眼科中心光明基金会	533502007912943749	厦门眼科中心光明基金会
878	厦门第一中学教育基金会	533500005136573152	厦门第一中学教育基金会
879	厦门苏颂科技教育基金会	53350000070865309W	厦门苏颂科技教育基金会
880	厦门观音寺慈善基金会	53350000565388946P	厦门观音寺慈善基金会
881	厦门集友陈嘉庚教育基金会	53350000512160817N	厦门集友陈嘉庚教育基金会#厦门市陈嘉庚教育基金会
882	友成企业家扶贫基金会	53100000500020390T	友成企业家扶贫基金会
883	成都市双流区教育基金会	53510000740030221N	成都市双流区教育基金会#双流县教育基金会
884	句容市见义勇为基金会	53320000509158556M	句容市见义勇为基金会
885	台州市椒江区人民教育基金会	53330000767990652K	台州市椒江区人民教育基金会
886	台州市社会组织发展基金会	53330000501884000G	台州市社会组织发展基金会
887	台州市老年事业发展基金会	533300005018844572	台州市老年事业发展基金会
888	台州市见义勇为基金会	533300005018842890	台州市见义勇为基金会
889	台州市路桥区教育发展基金会	53330000767990644Q	台州市路桥区教育发展基金会
890	台州市黄岩区慈善基金会	533300006784006733	台州市黄岩区慈善基金会
891	台州市黄岩区教育发展基金会	53330000766415584A	台州市黄岩区教育发展基金会
892	台州职业技术学院涌泉奖助基金会	53330000501883550T	台州职业技术学院涌泉奖助基金会
893	合浦县同心共建和谐基金会	53450521071987498D	合浦县同心共建和谐基金会
894	合肥宝业救助特困群体基金会	53340100068067172D	合肥宝业救助特困群体基金会
895	合肥工业大学教育基金会	53340000675852893H	合肥工业大学教育基金会
896	合肥市关爱环卫工人基金会	533401005785241508	合肥市关爱环卫工人基金会
897	合肥市巾帼妇女发展基金会	53340100075640897K	合肥市巾帼妇女发展基金会
898	合肥市幸福瑶海公益慈善基金会	53340100052923990T	合肥市幸福瑶海公益慈善基金会
899	合肥市见义勇为奖励基金会	533400006758929910	合肥市见义勇为奖励基金会
900	合肥市阳光志愿服务基金会	53340100085204204L	合肥市阳光志愿服务基金会
901	合肥火炬青年创业基金会	53340100597097246C	合肥火炬青年创业基金会
902	吉林大学唐敖庆教育基金会	532200006869761466	吉林大学唐敖庆教育基金会
903	吉林大学教育基金会	53220000508326589L	吉林大学教育基金会
904	吉林大学第一医院医学发展和医学援助基金会	53220000771069065G	吉林大学第一医院医学发展和医学援助基金会
905	吉林市公安民警优抚基金会	53220000584603437X	吉林市公安民警优抚基金会
906	吉林市白山发电厂爱心救助基金会	53220000054082777B	吉林市白山发电厂爱心救助基金会
907	吉林市见义勇为基金会	532200005083063420	吉林市见义勇为基金会
908	吉林师范大学助学基金会	53220000668782882K	吉林师范大学助学基金会
909	吉林省康乃尔公益基金会	53220000584625142C	吉林康乃尔助学基金会#吉林省康乃尔公益基金会
910	吉林省中东爱心基金会	53220000677336446W	吉林省中东爱心基金会
911	吉林省交通助老基金会	53220000771069030X	吉林省交通助老基金会
912	吉林省人口福利基金会	53220000574089438Q	吉林省人口福利基金会
913	吉林省人才开发基金会	53220000782643835P	吉林省人才开发基金会
914	吉林省体育事业发展基金会	53220000059760354C	吉林省体育事业发展基金会
915	吉林省公安民警优抚基金会	53220000555297266T	吉林省公安民警优抚基金会
916	吉林省农村信用社慈善基金会	53220000068615781K	吉林省农村信用社慈善基金会
917	吉林省大禹助学基金会	532200000770836926	吉林省大禹助学基金会
918	吉林省妇女儿童基金会	53220000768999931U	吉林省妇女儿童基金会#吉林省妇女儿童福利基金会
919	吉林省富奥汽车技术与管理创新基金会	53220000589470733W	吉林省富奥汽车技术与管理创新基金会
920	吉林省延边朝鲜族自治州老龄事业发展基金会	53220000550475270H	吉林省延边朝鲜族自治州老龄事业发展基金会
921	吉林省志愿服务发展基金会	53220000054074339D	吉林省志愿服务发展基金会
922	吉林省国康医疗救助基金会	53220000MJ3727124M	吉林省国康医疗基金会#吉林省国康医疗救助基金会
924	吉林省振国健康事业公益基金会	532200005789461774	吉林省振国健康事业公益基金会
925	吉林省教育基金会	532200005083266698	吉林省教育基金会
926	吉林省敦化市文化发展基金会	532200006961151209	吉林省敦化市文化发展基金会
927	吉林省春雨仁爱基金会	53220000MJ41641598	吉林省春雨仁爱基金会
928	吉林省残疾人福利基金会	53220000729580601J	吉林省残疾人福利基金会
929	吉林省社会发展基金会	53220000508326239E	吉林省社会发展基金会
930	吉林省神华社会救助基金会	532200005552657827	吉林省神华社会救助基金会
931	吉林省绿化基金会	53220000508324823E	吉林省绿化基金会
932	吉林省老龄事业发展基金会	53220000508323206C	吉林省老龄事业发展基金会#吉林省老年福利基金会
933	吉林省荒漠化治理基金会	5322000072958061XA	吉林省荒漠化治理基金会
934	吉林省见义勇为基金会	53220000508325965M	吉林省见义勇为基金会
935	吉林省青少年发展基金会	532200005083235803	吉林省青少年发展基金会
936	吉林省青年创业就业基金会	53220000691031710B	吉林省青年创业就业基金会
937	宁夏回族自治区同心县同德公益慈善基金会		同心县同德公益慈善基金会#宁夏回族自治区同心县同德公益慈善基金会
938	启东市孙锦昌助学奖学教育基金会	5332000050915810X1	启东市孙锦昌助学奖学教育基金会
939	启东市慈善基金会	53320000509158847Q	启东市慈善基金会
940	启东市见义勇为基金会	53320000509160461F	启东市见义勇为基金会
941	启东正谐爱心助学基金会	53320000509160920L	启东正谐爱心助学基金会
942	吴作人国际美术基金会	531000005000077198	吴作人国际美术基金会
943	吴江常青帮困基金会	533200005091609557	吴江常青帮困基金会
944	吴江盛虹爱心基金会	533200005091611577	吴江盛虹爱心基金会
945	吴阶平医学基金会	53100000500018047C	吴阶平医学基金会
946	周培源基金会	531000005000136252	周培源基金会
947	呼伦贝尔市扶贫基金会	531507000725990756	呼伦贝尔市扶贫基金会
948	呼和浩特市赛罕区新希望教育发展基金会	531500006900941628	呼和浩特市赛罕区新希望教育发展基金会
949	呼市青少年科技教育奖励基金会		呼市青少年科技教育奖励基金会
950	哈尔滨医科大学发展基金会	53230000556149484H	哈尔滨医科大学发展基金会
951	哈尔滨商业大学教育发展基金会	5323000058380064XU	哈尔滨商业大学教育发展基金会
952	哈尔滨工业大学教育发展基金会	5323000069520907X8	哈尔滨工业大学教育发展基金会
953	哈尔滨工程大学教育发展基金会	532300006729298163	哈尔滨工程大学教育发展基金会
954	哈尔滨市公安民警救助基金会	53230000556105481C	哈尔滨市公安民警救助基金会
