机构ID	机构名称	捐赠收入_限定	会费收入_限定	提供服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fa_dine	fa_asine	fa_sine	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_nechu
1283	山东省中国海洋大学教育基金会	3713973	0	0	0	0	0	0	3713973	0	0	0	0	0	-1873168	1840805	2735338.65	0	0	0	0	897821.15	17675.22	3650835.02	2814758	2000	0	290	2817048	1873168	2706955.02
1284	山东省乐安慈孝公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2925600	0	0	0	0	0	83981.32	3009581.32	2939790.2	19958.1	0	0	2959748.3	0	49833.02
1285	山东省人口关爱基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18911111.02	0	0	0	0	147123.97	125277.3	19183512.29	18640822.9	43796.29	2789	0	18687408.19	0	496104.1
1286	山东省企联企业管理科学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12155.81	12155.81	230297	13260	0	0	243557	0	231401.19
1287	山东省体育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000000	0	2647126.39	4647126.39	720080	220	0	0	720300	0	3926826.39
1288	山东省儿童少年福利基金会	567732.6	0	0	0	0	0	0	567732.6	683686.8	0	0	0	683686.8	0	-116362.2	0	0	0	0	0	0	2361.4	2361.4	0	6838.9	0	0	6838.9	0	-4477.5
1289	山东省公安民警优抚基金会	12458000	0	0	0	323000	0	0	12781000	5183343.93	0	2000	0	5185343.93	0	7595656.07	2206000	0	0	0	0	0	5742912.77	7948912.77	3925344.1	451134.49	6057	837	4383372.59	0	3565540.18
1290	山东省南山老龄事业发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43212720	0	0	0	0	0	0	43212720	42477315.38	213511.01	-13000.32	0	42677826.07	0	534893.93
1291	山东省友芳公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1102000	0	0	0	0	0	2094075.89	3196075.89	2100897	5067.7	0	0	2105964.7	0	1090111.19
1292	山东省教育基金会	18848000	0	0	0	0	0	0	18848000	23909295.31	0	0	0	23909295.31	0	-5061295.31	64173143.28	0	0	0	0	3496994.47	293740.07	67963877.82	54281835.34	726631.24	3600	1900387.15	56912453.73	0	11051424.09
1293	山东省普觉公益基金会	1680694.05	0	0	0	0	0	0	1680694.05	1718718.92	0	0	0	1718718.92	0	-38024.87	1124666.98	0	0	0	0	44378.08	6238.14	1175283.2	464242.67	182071.31	0	0	646313.98	0	528969.22
1294	山东省武训教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619780	0	0	0	0	0	6717.99	626497.99	674547.5	70414	0	0	744961.5	0	-118463.51
1295	山东省残疾人福利基金会	1,208,566.48	0.00	0.00	0.00	0.00	0	0.00	1,208,566.48	1,254,466.48	0.00	0.00	0.00	1,254,466.48			24,207,945.10	0.00	0.00	0.00	0.00	0	637,461.56	24,845,406.66	20,926,832.98	486,324.89	14,680.60	0.00	21,427,838.47		
1296	山东省石油大学教育发展基金会	3794089.14	0	0	0	0	0	0	3794089.14	12300168.55	0	0	0	12300168.55	100000	-8406079.41	170114.12	0	0	0	0	0	1289515.06	1459629.18	47121.9	197061.79	0	0	244183.69	-100000	1115445.49
1298	山东省老龄事业发展基金会	100,000.00	0.00	0.00	0.00	0.00	0	0.00	100,000.00	950,000.00	0.00	0.00	0.00	950,000.00			160,056.00	0.00	0.00	0.00	0.00	655350.34	4,121.15	819,527.49	419,882.40	274,748.14	669.00	0.00	695,299.54		
1299	山东省胜利油田地学开拓基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18000	0	0	0	0	5878453.9	101207.38	5997661.28	835598.98	50033.4	0	0	885632.38	0	5112028.9
1300	山东省胜利石油工程技术创新基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	252427.18	0	0	0	83120.9	535548.08	254550	21662.79	0	0	276212.79	0	259335.29
1301	山东省见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483751.26	483751.26	363410.5	281803.22	0	6557.22	651770.94	0	-168019.68
1302	山东省送温暖工程基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1576791.66	235642.35	1812434.01	1284600	147719.94	0	0	1432319.94	0	380114.07
1303	山东省青少年发展基金会	28731741.43	0	0	0	0	0	0	28731741.43	21970615.28	0	0	0	21970615.28	570000	7331126.15	0	0	0	0	0	0	1755378.7	1755378.7	0	375216.86	0	0	375216.86	570000	810161.84
1304	山东省青岛第二中学教育发展基金会	9998411.56	0	0	0	0	0	0	9998411.56	5373920.04	0	0	0	5373920.04	0	4624491.52	137482.08	0	0	0	0	0	0	137482.08	0	149519.7	-43681.25	0	105838.45	0	31643.63
1305	山东省青年创业就业基金会	400000	0	0	0	50000	0	0	450000	222480	0	0	0	222480	0	227520	0	0	0	0	0	0	21141.44	21141.44	0	70227.64	0	0	70227.64	0	-49086.2
1306	山东省鲁卫预防性病艾滋病基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	790.5	790.5	165000	0	6500	0	171500	0	-170709.5
1307	山东省彩虹援助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4000000	0	0	0	0	0	255220.12	4255220.12	1451200	15476	0	0	1466676	0	2788544.12
1309	山东科技大学教育发展基金会	310000	0	0	0	0	0	0	310000	0	0	0	0	0	0	0	1141200	0	0	0	0	178232.87	48171.45	1367604.32	1881650	41445	580	0	1923675	0	-556070.68
1310	山东英才学院教育发展基金会	4043851	0	0	0	0	0	0	4043851	2056343	0	0	0	2056343	0	1987508	2620000	0	0	0	0	0	8446.09	2628446.09	2491553	4663.5	297.23	0	2496513.73	0	131932.36
1311	山东财经大学教育基金会	1182338.94	0	0	0	0	0	0	1182338.94	728519.19	0	0	0	728519.19	0	453819.75	1190140.1	0	0	0	0	1798772.5	7463.17	2996375.77	1873269.31	20108	0	1385	1894762.31	0	1101613.46
1313	山西省东冶建成教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374700	1549.37	376249.37	284200	25850.14	0	0	310050.14	0	66199.23
1314	山西省人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500000	0	0	0	0	0	675785.27	2175785.27	4785703	98354.73	3065	17634.1	4904756.83	0	-2728971.56
1315	山西省代县雁门济困助学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78000	0	0	0	0	1500000	10152.92	1588152.92	1366100	143529.49	0	1230	1510859.49	0	77293.43
1318	山西省公安民警抚恤救助基金会	400000	0	0	0	0	0	0	400000	480000	0	0	0	480000	0	-80000	0	0	0	0	0	0	277774.29	277774.29	106000	57836.5	0	0	163836.5	0	113937.79
1319	山西省关心下一代事业发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90000	5552.9	0	975	96527.9	0	0
1320	山西省出生缺陷干预救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1090000	0	0	0	0	0	10988.25	1100988.25	1955000	153466.37	0	0	2108466.37	0	-1007478.12
1321	山西省创业就业基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144784.45	144784.45	6420	77.2	0	7500	13997.2	0	130787.25
1322	山西省华宇公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250500	0	0	0	0	0	0	250500	260500	6565.53	0	-8000.85	259064.68	0	0
1323	山西省华安扶贫基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36000	0	0	0	0	0	0	36000	34400	0	1010.8	0	35410.8	0	620.84
1324	山西省合创爱心助困基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195000	0	0	0	0	0	625.07	195625.07	198500	3589.6	0	485	202574.6	0	-6949.53
1326	山西省和顺县扶贫基金会	360000	0	0	0	0	0	0	360000	0	0	0	0	0	0	360000	0	0	0	0	0	875729	0	875729	993732	107695.5	-3203.25	0	1098224.25	0	-222495.25
1327	山西省大同市扶贫基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8718644.14	8718644.14	8455101	139479.86	0	60000	8654580.86	0	64063.28
1328	山西省太原市临县商会助学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160000	0	0	0	0	400000	162.67	560162.67	528000	630	0	0	528630	0	31532.67
1329	山西省妇女儿童发展基金会	820865	0	0	0	0	0	0	820865	0	0	0	0	0	-1253691.98	-432826.98	5707491	0	0	0	0	0	595221.56	6302712.56	7151784.82	302769.96	124380	0	7578934.78	1253691.98	-22530.24
1330	山西省姚奠中国学教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50000	10145.55	60145.55	919706.2	109057.45	0	0	1028763.65	0	-968618.1
1331	山西省孝义市扶贫基金会	170500	0	0	0	0	0	0	170500	179700	0	0	0	179700	0	-9200	899000	0	0	0	0	18276.71	11025.22	928301.93	920528	101832	0	0	1022360	0	-94058.07
1332	山西省岚县民觉教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	657500	0	0	0	0	0	15469.81	672969.81	105000	57098	0	0	162098	0	510871.81
1333	山西省平顺县申纪兰扶贫助教基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29500	0	0	0	0	222750	2833.81	255083.81	75500	16263	0	0	91763	0	163320.81
1334	山西省德盛昌慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34100	0	0	0	0	37000	812.34	71912.34	33300	2599.2	0	200	36099.2	0	35813.14
1335	山西省恒富助学奖学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2855543.79	0	0	0	0	0	0	2855543.79	1060300	35840	-2833.56	0	1093306.44	0	1762237.35
1336	山西省扶贫基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	268000	0	0	0	0	0	1409417.03	1677417.03	1954324.84	233123.71	0	251910	2439358.55	0	-761941.52
1337	山西省振兴京剧基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325768.77	1221.14	326989.91	223000.53	55649.2	340	0	278989.73	0	48000.18
1338	山西省教科文发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000	0	324000	0	0	0	1197.11	425197.11	190886.4	58618.7	0	255.2	249760.3	175436.81	0
1339	山西省文化发展基金会	15000	0	0	0	0	0	0	15000	15000	0	0	0	15000	0	0	2670800	0	0	0	0	53333.33	325.21	2724458.54	3265924.29	278166.84	13590.45	0	3557681.58	0	-833223.04
1340	山西省明道文物保护基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600000	0	0	0	0	123788.33	426.61	724214.94	140000	182261.9	0	0	322261.9	0	401953.04
1341	山西省晋中市扶贫基金会	0	0	0	0	800000	0	0	800000	800000	0	0	0	800000	0	0	0	0	725280	0	0	0	5325.33	730605.33	338069.8	46668.9	0	0	384738.7	0	345866.63
1342	山西省晋商文化基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4295610.95	16844.56	4312455.51	1299287.2	126030	247.2	0	1425564.4	0	2886891.11
1343	山西省晋城市创业就业基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2538400	0	0	0	0	198075.83	0	2736475.83	2264616	174634.53	-4224.77	0	2435025.76	0	301450.07
1346	山西省残疾人福利基金会	11759211.95	0	0	0	0	0	0	11759211.95	14435506.09	0	0	0	14435506.09	571047.14	-2105247	1628.53	0	0	0	0	4222797.27	82913.61	4307339.41	746535.83	611933.58	307	0	1358776.41	-571047.14	2377515.86
1347	山西省汇丰兴业集团公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5961.13	5961.13	500000	1860	860	0	502720	0	-496758.87
1348	山西省汇邦慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2011160	0	0	0	0	0	83867.6	2095027.6	1626496	0	52.75	0	1626548.75	0	468478.85
1349	山西省汾酒集团公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370749	0	0	0	0	0	981373.74	1352122.74	1616759.46	177535.6	205	0	1794500.06	0	-442377.32
1350	山西省潞安扶贫助学基金会	1250000	0	0	0	0	0	0	1250000	1472155	0	0	0	1472155	0	-222155	0	0	0	0	0	0	516584.29	516584.29	0	83328.73	2005	0	85333.73	0	431250.56
1351	山西省煤炭职业教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4766.92	4766.92	50000	216053.64	246364.1	62848.35	575266.09	0	-570499.17
1352	山西省社会救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136225.33	136225.33	0	9945.69	0	0	9945.69	0	126279.64
1354	山西省程海庆教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386700	386700	505401	33318.44	-266.68	0	538452.76	0	-151752.76
1355	山西省葵花公益基金会	1537700	0	0	0	0	0	0	1537700	1569014.4	0	0	0	1569014.4	0	-31314.4	7000	0	0	0	0	0	0	7000	25927.4	88331.57	0	-58.73	114200.24	0	-107200.24
1356	山西省西山慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20000	0	0	0	0	0	3494518.36	3514518.36	2665000	11500	1080	0	2677580	0	836938.36
1357	山西省通力达司法救济基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231610	0	0	0	0	0	0	231610	193240	12275.96	575.99	0	206091.95	0	25518.05
1359	山西省阳泉市矿区特困帮扶基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000	0	0	0	0	0	17950.07	117950.07	963060	0	0	5056	968116	0	-850165.93
1360	山西省青少年发展基金会	11753346.34	0	0	0	0	0	0	11753346.34	0	0	0	0	0	0	11753346.34	42000	0	0	0	0	0	538188.69	580188.69	10518351.59	231661.48	0	5000	10755013.07	10872273.74	-10174824.38
1362	山西省龙城卫士伤残救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208000	2800	-11981.84	0	198818.16	0	-198818.16
1363	山西财经大学教育发展基金会	5050000	0	0	0	0	0	0	5050000	49000	0	0	0	49000	0	5001000	0	0	0	0	0	0	7919.75	7919.75	0	5100	0	0	5100	0	2819.75
1364	岱山县人民教育基金会	0	0	0	0	0	0	0	0	1500000	0	0	0	1500000	0	-1500000	2737620.9	0	0	0	0	0	0	2737620.9	830566	3000	0	0	833566	0	1904054.9
1365	岳阳市岳阳楼区教师奖励基金会	0	0	0	0	0	86761.69	57815.89	144577.58	0	0	0	0	0	0	144577.58	4670	0	0	0	150000	894990	98308.33	1147968.33	954493	23277	75	0	977845	0	170123.33
1366	岳阳市教师奖励基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1660460	0	0	0	2000000	920000	992000	5572460	3272416	114416.26	3800.62	0	3390632.88	0	2181827.12
1367	岳阳市特困家庭大病医疗慈善救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9353746	0	0	0	3200000	0	4532052.02	17085798.02	7625100	291221.55	0	0	7916321.55	0	9169476.47
1368	峨眉山行愿慈善事业基金会	908579	0	0	0	0	0	0	908579	805580	0	0	0	805580	0	102999	697142.01	0	0	0	0	0	1944.3	699086.31	105361.8	11800	8999	363.38	126524.18	0	572562.13
1369	崇州市绍生助学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1042132	0	0	0	0	0	587.57	1042719.57	942390	99262	1866.19	0	1043518.19	0	-798.62
1371	巴彦淖尔市临河区人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1847470.7	0	0	0	0	0	107820.85	1955291.55	2179801	34617.93	0	0	2214418.93	0	-259127.38
1372	巴彦淖尔市人民教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60200.21	0	0	0	0	0	223804.97	284005.18	705410	16368.57	0	0	721778.57	0	-437773.39
1373	常宁市教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545213.1	0	0	0	0	50000	239992.8	835205.9	530735	252.5	0	0	530987.5	0	304218.4
1376	常州公安大病特困救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7939000	0	0	0	0	919000	657459.72	9515459.72	4372275	50323	0	4422598.7	8845196.7	0	5092861.02
1380	常州工程职业技术学院教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230000	0	0	0	0	0	137459.39	367459.39	2220000	100017.5	0	0	2320017.5	0	-1952558.11
1382	常州市天宁区见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3028138	5686.69	3033824.69	645139.02	644846.95	0	0	1289985.97	0	0
1383	常州市戚墅堰区见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300000	40131.03	1340131.03	240200	195478.17	0	0	435678.17	0	904452.86
1384	常州市教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1387	常州市新北区见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2211072	14079.23	2225151.23	1523403.07	160000.11	0	20	1683423.18	0	541728.05
1391	常州市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365000	0	0	0	151020	12284878.58	25944.5	12826843.08	4799975.1	1154056.89	0	0	5954031.99	0	0
1392	常州市钟楼区见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2420000	31861.02	2451861.02	1717772.7	63711.9	0	700.9	1782185.5	0	669675.52
1396	常德市教育基金会	0	0	0	0	5500000	0	0	5500000	0	0	0	0	0	0	5500000	349549.7	0	0	0	80000	2850000	13087.58	3292637.28	923348	54714.7	5083	0	983145.7	0	2309491.58
1397	常德市鼎城区教育基金会	4000000	0	0	0	2200000	910000	0	7110000	0	0	0	0	0	0	7110000	5629325	0	0	0	0	0	208362.73	5837687.73	3704074	156085	94536	0	3954695	0	1882992.73
1400	常熟市残疾人福利基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1404	平湖市农业技术推广基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	536920	0	0	0	1660000	0	333550.12	2530470.12	119271	257659.96	0	1298000	1674930.96	0	855539.16
1405	平潭县林光炜教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160074.48	160074.48	161875	2955	0	0	164830	0	0
1407	平阳县社会治安综合治理基金会	200000	0	0	0	0	0	0	200000	200000	0	0	0	200000	0	0	0	0	0	0	60000	0	0	60000	231500	17959.82	0	2457	251916.82	0	-353174.96
1408	平阳县社会组织发展基金会	379000	0	0	0	0	0	0	379000	379000	0	0	0	379000	0	0	8234.3	0	0	0	0	0	54701.67	62935.97	47500	33070	0	0	80570	0	-17634.03
1409	平顶山市人民教育基金会	0	0	0	0	0	0	0	0	10000	0	0	0	10000	0	-10000	568624.1	0	0	0	0	0	198311.61	766935.71	870466	21821.72	34662.81	0	926950.53	207842	47827.18
1410	广东省一心公益基金会	6188169.75	0	0	0	0	0	0	6188169.75	310974	0	0	0	310974	-3227893.47	2649302.28	3395453.89	0	0	0	0	659416.32	4425.77	4059295.98	5726911.36	350779.51	535	0	6078225.87	3227893.47	1208963.58
1411	广东省与人公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000000	0	0	0	0	969683.93	23466.06	10993149.99	2533968.92	145455.49	0	0	2679424.41	0	8313725.58
1412	广东省东方历史研究基金会	1500000	0	0	0	0	0	0	1500000	854000	0	0	0	854000	0	646000	0	0	0	0	0	0	6688.39	6688.39	489715.71	78876.85	0	0	568592.56	0	-561904.17
1415	广东省中山大学教育发展基金会	148618556.04	0	0	0	0	0	0	148618556.04	107260785.29	0	0	0	107260785.29	10372112.81	51729883.56	1991.14	0	0	0	0	5202556.13	6585713.12	11790260.39	0	1706895.4	-258.18	0	1706637.22	-10372112.81	-288489.64
1418	广东省中艺文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4950	0	0	0	0	0	7242	12192	230069.01	24323	0	0	254392.01	0	-242200.01
1420	广东省亮睛工程慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2362306	0	0	0	0	0	5761.79	2368067.79	2195071.68	203116.11	0	0	2398187.79	0	-30120
1422	广东省人口基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11557427.35	0	0	0	0	872446.7	20520.05	12450394.1	7825500	140659.97	0	0	7966159.97	0	4484234.13
1423	广东省仲恺教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104860	0	-3552.25	101307.75	0	-101307.75
1424	广东省优秀科技专著出版基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7730	0	0	0	0	0	161110.25	168840.25	468215.88	49869.32	0	922	519007.2	0	-350166.95
1426	广东省何享健慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	3000000	3000000	183642843.74	0	0	0	0	0	3475084.68	187117928.42	50459976.95	2142013.31	0	0	52601990.26	-3000000	131515938.16
1427	广东省佛教协会慈善基金会	515019	0	0	0	0	0	0	515019	0	0	0	0	0	-511381.21	3637.79	80835	0	0	0	0	0	13318.67	94153.67	526381.21	3555	0	0	529936.21	511381.21	75598.67
1428	广东省依依关爱儿童基金会	500000	0	0	0	0	0	0	500000	546290.96	0	0	0	546290.96	0	-46290.96	0	0	0	0	0	47705.25	0	47705.25	0	6000	788.22	0	6788.22	0	40917.03
1429	广东省侨心慈善基金会	7890301.69	0	0	0	0	0	0	7890301.69	9944498.09	0	0	0	9944498.09	0	-2054196.4	0	0	0	0	0	0	252678.64	252678.64	0	146516.62	0	0	146516.62	0	106162.02
1430	广东省侨界仁爱基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24903121.35	0	0	0	0	199706.59	5328.02	25108155.96	15039077.57	469862.31	0	94	15509033.88	0	9599122.08
1431	广东省保利地产和谐文化基金会	0	0	0	0	0	0	0	0	112000	0	0	0	112000	-112000	-224000	58552.9	0	0	0	0	0	10549.04	69101.94	509341	35178	0	0	544519	112000	-363417.06
1432	广东省信基公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195.42	195.42	200000	3600	24	0	203624	0	-203428.58
1434	广东省公安民警医疗救助基金会	0	0	0	0	0	0	18403.55	18403.55	0	0	0	0	0	0	18403.55	0	0	0	0	0	0	7802342.01	7802342.01	5820000	260325.7	57436.3	0	6137762	0	1664580.01
1435	广东省关山月艺术基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225698.65	15519.3	0	0	241217.95	0	-241217.8
1437	广东省刘柏权慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180000	360	0	0	180360	0	0
1439	广东省励志电网科技奖励基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5015000	0	0	0	0	0	10559.67	5025559.67	13136	6932.73	0	0	20068.73	0	5005490.94
1440	广东省北京师范大学-香港浸会大学联合国际学院教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6899.17	6899.17	0	645970.64	0	0	645970.64	0	-639071.47
1441	广东省北京师范大学珠海校区教育发展基金会	1021805.81	0	0	0	0	0	0	1021805.81	1168166.81	0	0	0	1168166.81	0	-146361	0	0	0	0	0	0	10346.16	10346.16	0	3961	2917	0	6878	0	3468.16
1442	广东省华南农业大学教育发展基金会	13726390.4	0	0	0	0	0	0	13726390.4	5748936.46	0	0	0	5748936.46	0	7977453.94	489829.8	0	0	0	0	0	515401.46	1005231.26	489829.8	20138.32	0	0	509968.12	0	495263.14
1443	广东省华南农村扶贫基金会	1000000	0	0	0	0	0	0	1000000	2320000	0	0	0	2320000	0	-1320000	3122000	0	0	0	0	0	971622.24	4093622.24	295880	283219.73	0	0	579099.73	0	3514522.51
1444	广东省华南师范大学教育发展基金会	1001770	0	0	0	0	0	0	1001770	851400	0	0	0	851400	0	150370	48720000.01	0	0	0	0	0	636839.88	49356839.89	32140000	22070	0	0	32162070	0	17194769.89
1445	广东省华南洁能慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1777100	0	0	0	0	0	5406.22	1782506.22	181000	3227	520	3747	188494	0	1594012.22
1447	广东省华南理工大学教育发展基金会	45417729.71	0	0	0	0	0	0	45417729.71	24770852.72	0	0	0	24770852.72	0	20646876.99	3169088.66	0	0	0	0	0	5298428.55	8467517.21	10132759.92	469447.13	20608	0	10622815.05	0	-2155297.84
1448	广东省华商慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000	7690.23	0	0	17690.23	0	-17690.23
1450	广东省华美教育慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257178.08	6455.41	263633.49	2108550	233366.07	0	553	2342469.07	0	-2078835.58
1451	广东省卓如医疗慈善救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49659083.56	0	0	0	0	0	52388.89	49711472.45	42292483.75	1843878.78	0	4946.6	44141309.13	0	5570163.32
1452	广东省南山医学发展基金会	2600000	0	0	0	0	0	0	2600000	0	0	0	0	0	0	0	0	0	0	0	0	0	2297.29	2297.29	363613.03	36769.91	704	401086.94	802173.88	0	1800123.41
1453	广东省南方基金慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557300	0	0	0	0	234618.83	310.91	792229.74	568500	7800	0	952.92	577252.92	0	214976.82
1454	广东省南方经济研究基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312000	50000	0	0	0	60193.15	3447.53	425640.68	359021.67	44739.29	936.5	80000	484697.46	0	-59056.78
1455	广东省南方职业学院教育发展基金会	68000	0	0	0	0	0	0	68000	68000	0	0	0	68000	0	0	0	0	0	0	0	0	0	0	0	0	-574.5	0	-574.5	0	574.5
1456	广东省南粤公益基金会	58750	0	0	0	0	0	0	58750	52441.24	13119.47	60	0	65620.71	-186061.54	-192932.25	203558	0	0	0	0	0	23072.57	226630.57	136567.92	245997.28	1838.99	20020	404424.19	186061.54	8267.92
1457	广东省博物馆事业发展基金会	0	0	0	0	11000000	0	0	11000000	0	0	0	0	0	0	11000000	0	0	1169	0	0	0	1129319.08	1130488.08	611306.9	79161.62	0	2308.57	692777.09	0	437710.99
