机构ID	机构名称	捐赠收入_限定	会费收入_限定	提供服务收入_限定	商品销售收入_限定	政府补助收入_限定	投资收益_限定	其他收入_限定	收入合计_限定	业务活动成本_限定	管理费用_限定	筹资费用_限定	其他费用_限定	费用合计_限定	限定性净资产转为非限定性净资产_限定	净资产变动额（若为净资产减少额，以“-”号填列）_限定	捐赠收入_非限定	会费收入_非限定	提供服务收入_非限定	商品销售收入_非限定	政府补助收入_非限定	投资收益_非限定	其他收入_非限定	收入合计_非限定	业务活动成本_非限定	管理费用_非限定	筹资费用_非限定	其他费用_非限定	费用合计_非限定	限定性净资产转为非限定性净资产_非限定	净资产变动额（若为净资产减少额，以“-”号填列）_非限定
ricf_oid	ba_cn	fa_dine	fa_asine	fa_sine	fa_pine	fa_gine	fa_inine	fa_otine	fa_intoe	fa_accoe	fa_adexe	fa_fuexe	fa_otexe	fa_cotoe	fa_etoue	fa_neche	fa_dinu	fa_asinu	fa_sinu	fa_pinu	fa_ginu	fa_ininu	fa_otinu	fa_intou	fa_accou	fa_adexu	fa_fuexu	fa_otexu	fa_cotou	fa_etouu	fa_nechu
3735	柳州光华公益教育基金会	0	0	0	0	0	0	0	0	0		0		0	0	0	0	0	0	0	0	0	0	0	0	18327.71	0	17200	35527.71	0	0
3736	辽源市正信法律援助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17142.39	17142.39	690000	120	0	0	690120	0	-672977.61
3738	星云文化教育公益基金会	1593400	0	0	0	0	0	0	1593400	3604176	0	0	0	3604176	0	-2010776	7901770	0	0	0	0	523805.46	29133.27	8454708.73	860327	399733.65	-771936.73	0	488123.92	0	7966584.81
3739	厦门市海峡青少年发展基金会	1700000	0	0	0	0	0	0	1700000	577171.14	0	0	0	577171.14	-248000	874828.86	242415.8	0	0	0	0	0	21408.24	263824.04	136911.94	71285	0	0	208196.94	248000	303627.1
3742	金华市小脚丫公益基金会	277942	0	0	0	0	0	0	277942	89480	0	0	0	89480	0	188962	355500	0	0	0	0	63203.01	1708.37	420411.38	345479.65	24722.85	0	0	370202.5	0	49708.88
3743	安徽宣城市亚夏慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1098.97	1098.97	497200	0	0	547.4	497747.4	0	-496648.43
3746	天津市海河科技金融发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174510.23	174510.23	160000	14510.23	0	0	174510.23	0	0
3747	广西瀚德明天慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.64	62.64	0	1040	0	0	1040	0	-977.36
3749	宁波市惠贞书院教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1271400	0	0	0	0	84050.96	146214.35	1501665.31	899225	6700	0	0	905925	0	595740.31
3750	衢州市柯城区滨江教育专项基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30150	0	0	0	0	147400	682.67	178232.67	1323120	2600	0	0	1325720	0	-1147487.33
3751	浙江省锦麟公益基金会	309319.7	0	0	0	0	0	0	309319.7	137784.07	0	0	0	137784.07	0	171535.63	1722247.18	0	0	0	0	81046.85	0	1803294.03	1647866.7	180655.09	-1633.83	4.72	1826892.68	0	-23598.38
3752	浙江西子慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100000	3000	-5857.9	0	97142.1	0	-97142.1
3753	甘肃省社会扶贫爱心捐助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2500	0	0	0	350000	0	98154.24	450654.24	52600	26704.5	0	0	79304.5	0	371349.74
3754	宁夏红慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59441.1	0	0	59441.1	0	-59441.1
3756	北京联合大学教育基金会	4515903	0	0	0	0	0	0	4515903	2069512.44	58003.2	0	0	2127515.64	0	2388387.36	314554.6	0	0	0	0	0	29412.64	343967.24	20000	7267.83	0	0	27267.83	0	316699.41
3757	北京立德未来助学公益基金会	1000000	0	0	0	0	0	0	1000000	0	0	0	0	0	-1000000	0	17989121.19	0	0	0	2630220.64	0	12505.97	20631847.8	17497483.07	440647.35	1947363.42	0	19885493.84	1000000	1746353.96
3758	福州外语外贸学院教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768888.6	0	0	0	0	0	0	768888.6	915500	7897.56	0	0	923397.56	0	-141024.51
3759	河南省永帝善缘基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186000	0	0	0	0	82832.47	261.11	269093.58	158800	7500	0	470	166770	0	102323.58
3760	河南省张伯驹文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2784000	0	0	0	0	0	0	2784000	627764	304383.6	580691.51	0	1512839.11	0	1271160.89
3766	晋江市青阳慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400000	0	14697.24	414697.24	529000	17450	0	0	546450	0	4139756.17
3767	泉州向善救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152995	0	0	0	0	0	35808.53	188803.53	1501160.2	130717.71	0	726	1632603.91	-1443800.38	-1443800.38
3768	武汉市石门峰慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7732.81	7732.81	40900	170	14	0	41084	0	-33351.19
3769	荆州市柯罗恩基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172000	0	0	0	0	0	0	172000	203920	202101	15000	144.32	421165.32	0	-249165.32
3770	温州鹿城农商银行富民公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2000000	0	0	0	0	0	13435.53	2013435.53	6763100	10320	0	0	6773420	0	-4759984.47
3772	广东省海闻教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200000	0	0	0	0	195550.71	0	395550.71	249793.6	10700	-4345.68	0	256147.92	0	139402.79
3773	黑龙江省许勇爱心慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400000.02	0	0	0	0	0	5588.65	405588.67	241800	146723	0	0	388523	0	17065.67
3777	西安交通大学城市学院教育基金会	174000	0	0	0	0	0	0	174000	210400	0	0	0	210400	0	-36400	60000	0	0	0	0	42106.85	10057.36	112164.21	106035	16366.1	0	0	122401.1	0	-10236.89
3778	陕西璀璨星空基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176513	-1718.88	0	174794.12	0	0
3781	上海韩天衡文化艺术基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5765900	0	0	0	0	0	37448.61	5803348.61	3046500	130978.13	0	0	3177478.13	0	2625870.48
3782	上海尚医医务工作者奖励基金会	339500	0	0	0	0	0	0	339500	0	0	0	0	0	-217500	122000	309000	0	0	0	0	0	21179.48	330179.48	498175	14655.4	0	2412	515242.4	217500	32437.08
3790	山东师范大学教育基金会	10338422.4	0	0	0	0	0	112047.08	10450469.48	159000	0	0	200	159200	0	10291269.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3791	西安欧亚学院教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257233.66	0	0	0	0	0	0	257233.66	0	2700	-3667.21	2744.24	1777.03	0	255456.63
3792	青山慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2693921.53	0	0	0	0	2865708.33	171105.13	5730734.99	4755412.52	429561.41	0	0	5184973.93	0	545761.06
3793	北京青爱教育基金会	4936155.81	0	0	0	0	0	0	4936155.81	0	0	0	0	0	0	4936155.81	368134.67	0	0	0	0	1323084.41	1735.5	1692954.58	5110840.87	415518.19	155196.55	2418.68	5683974.29	0	-3991019.71
3794	北京中伦公益基金会	2618629.8	0	0	0	0	0	0	2618629.8	759940	0	0	0	759940	0	1858689.8	277700	0	0	0	0	0	22259.77	299959.77	1313148.4	20479	4400	0	1338027.4	0	-1038067.63
3797	浙江馥莉慈善基金会	1935700	0	0	0	0	0	0	1935700	564300	0	0	0	564300	0	1371400	12194768.27	0	0	0	0	0	137.38	12194905.65	0	2000	0	25	2025	0	12192880.65
3800	宜昌市三峡扶贫基金会	4080000	0	0	0	0	0	0	4080000	3270000	0	0	0	3270000	0	810000	689460.03	0	0	0	0	0	0	689460.03	689360	48760.86	-7536.51	0	730584.35	0	-41124.32
3802	河北省悦盛公益慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170000	0	0	0	0	0	0	170000	160000	0	0	0	160000	0	10000
3803	北京真善美教育基金会	0	0	0	0	0	0	0	0	176500	1270	0	2000	179770	0	147006.71	317678	0	0	0	0	0	9098.71	326776.71	0	0	0	0	0	0	0
3808	福建省博爱艺术基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173600	0	0	0	0	0	95.41	173695.41	173600	2720	0	0	176320	0	-2624.59
3810	宁波市慈爱互助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	2280	0	464.05	-0.84	0	463.21	0	1816.79
3811	日照市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261760.87	11629.18	273390.05	0	0	0	5850	5850	0	267540.05
3813	青海省格萨尔文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-7	0	-7	0	0
3814	青海省公安民警英烈基金会	250000	0	0	0	0	0	0	250000	0	0	0	0	0	0	0	2883877.2	0	0	0	0	0	11238.28	2895115.48	1028480	0	0	0	1028480	0	0
3815	承德腰痛宁公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	600000	0	0	0	0	0	0	600000	415000	12739.8	-5291.35	0	422448.45	0	177551.55
3818	新昌县孝方公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	520000	4118	239.7	17173	541530.7	0	541529.7
3819	绍兴市浙江工业大学之江学院教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45100	0	0	0	0	39305.12	68722.03	153127.15	96775	0	0	0	96775	0	56352.15
3820	浙江省杭州宋都公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1140.78	1140.78	0	5000	403.38	807464.56	812867.94	0	-811727.16
3821	白城市夕阳红老龄事业发展基金会	200000	0	0	0	0	0	9752.62	209752.62	238805.5	275	0	0	239080.5	0	-29372.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3824	宁波市荣安贤和教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285680	285680	106000	2000	-2815.07	20568.96	125753.89	0	159926.11
3828	上海瑞华慈善基金会	2450000	0	0	0	0	0	0	2450000	0	0	0	0	0	-2450000	0	19917294.4	0	0	0	0	54986.3	1942.09	19974222.79	2450000	4287.5	0	0	2454287.5	2450000	19969935.29
3829	上海光明眼科医学发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7510000	0	0	0	0	0	0	7510000	9759353	96000	-3259.16	2500	9854593.84	0	-2344593.84
3830	兴华公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9000000	0	0	0	0	176666.67	363067.06	9539733.73	7158989.2	11581.7	8070	153286.33	7331927.23	0	2207806.5
3831	衢州市社会组织发展基金会	430000	0	0	0	0	0	0	430000	440000	0	0	0	440000	0	-10000	30000	0	0	0	48457	0	240659.16	319116.16	49711	145931.36	0	0	195642.36	0	123473.8
3833	上海东方智慧十分孝心文化发展基金会	500000	0	0	0	0	0	0	500000	0	0	0	0	0	0	500000	31478.25	0	0	0	0	19884.94	4132.01	55495.2	406411	48680.03	0	2628.5	457719.53	0	-402224.33
3834	上海市创新细胞生物学发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2240000	0	0	0	0	0	10558.75	2250558.75	297539.6	24597.2	0	1795	323931.8	0	1926626.95
3836	北京中科科教发展基金会	500000	0	0	0	0	0	0	500000	0	0	0	0	0	0	500000	511000	0	1410500	0	0	0	1641.32	1923141.32	1884275.07	172774.39	0	0	2057049.46	0	-134008.14
3837	北京纳通公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3027100	0	0	0	0	0	0	3027100	2461848.9	50019	-3326.68	606170.1	3114711.32	0	-87611.32
3838	北京圆梦公益基金会	458560	0	0	0	0	0	0	458560	0	0	0	0	0	0	458560	5456000	0	0	0	0	0	4715.87	5460715.87	1266458.86	8039	0	792.67	1275290.53	0	4185425.34
3839	福建省融信公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12616718.85	0	0	0	0	0	0	12616718.85	12336800	3568	899	0	12341267	0	275451.85
3840	广东省烛光教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1653912	0	0	0	0	0	61241.35	1715153.35	735320	57002.5	0	831	793153.5	0	921999.85
3841	广东省正能量儿童医疗救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	685396.2	0	10134.8	0	0	0	0	695531	513959.56	1050	0	0	515009.56	0	180521.44
3842	广东省瑞祥慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34018.5	0	0	0	0	0	0.64	34019.14	8024.49	82477.32	0	281.53	90783.34	0	-56764.2
3844	黑龙江科技大学教育发展基金会	489900	0	0	0	0	0	0	489900	150000	0	0	0	150000	0	339900	84320	0	0	0	0	0	7613.02	91933.02	0	8159	0	0	8159	0	83774.02
3845	嘉兴学院教育发展基金会	817302.9	0	0	0	0	0	0	817302.9	0	0	0	0	0	-692167.78	125135.12	0	0	0	0	0	0	9530.48	9530.48	679390	16214.28	0	0	695604.28	692167.78	6093.98
3851	湖北省唐人慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700000	0	0	0	0	0	95.27	700095.27	528938.56	39000	0	4800	572738.56	0	127356.71
3853	广东省海德龙文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500000	0	0	0	0	15894.06	5638.89	521532.95	880000	1161354.31	0	0	2041354.31	0	-1519821.36
3854	广东省中大新华教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250000	0	0	0	0	0	12034.05	262034.05	24000	5072.5	0	1107.28	30179.78	0	231854.27
3855	广东省茂德公儿童艺术发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359787.85	0	0	0	0	0	0.27	359788.12	215950.4	184363.8	59544.62	163330	623188.82	0	-263400.7
3856	广东省游心公益基金会	441425.97	0	0	0	0	0	0	441425.97	441425.97	0	0	0	441425.97	0	0	2030000	0	0	0	0	0	3584.06	2033584.06	1355075.66	4522.5	4663.06	0	1364261.22	0	669322.84
3859	湖北省章开沅文化交流基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2331782.66	0	0	0	0	0	7431.76	2339214.42	204408.3	21967.7	0	0	226376	0	2112838.42
3862	上海市民办教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10000000	0	0	0	0	4941780.82	164639.88	15106420.7	5348774.5	226327.4	0	0	5575101.9	0	9531318.8
3865	北京修实公益基金会	8021130.38	0	0	0	0	0	0	8021130.38	4931597.33	0	0	0	4931597.33	0	3089533.05	4071518.39	0	0	0	0	0	212656.99	4284175.38	1099787.22	219004.01	0	0	1318791.23	0	2965384.15
3866	湖北省武珞路中学教育发展基金会																1622800							1622800	1148823	5170	-20038.9		1133954.1		488845.9
3867	河南省杜甫文化基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162292.4	162292.4	48000	32928.5	167.99	0	81096.49	0	81195.91
3870	安庆市桐城美好乡村建设基金会	100000	0	0	0	0	0	3420.88	103420.88	56055	0	0	0	56055	0	47365.88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3871	绍兴文理学院教育基金会	4366289.24	0	0	0	0	0	0	4366289.24	0	0	0	0	0	0	4366289.24	1143500	0	0	0	0	0	9856.24	1153356.24	45000	180	0	0	45180	0	1108176.24
3872	湖南省司法行政人民警察基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8910000	0	0	0	0	0	15066.54	8925066.54	2609000	73690.7	0	50583	2733273.7	0	6191792.84
3873	陕西咸阳秦都区教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	507667.43	500000	0	0	0	0	0	7667.43	507667.43	0	0	0	720	720	0	0
3874	舟山市伟兴慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1300000	0	0	0	0	0	18558.7	1318558.7	644602	5383.78	0	0	649985.78	0	668572.92
3876	杭州市大华救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341359.03	0	0	0	0	0	710.97	342070	338000	4000	70	0	342070	0	0
3879	广东省牧邻慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67146	4156.02	0	0	71302.02	0	-71302.02
3880	上海市国防教育基金会	650000	0	0	0	0	0	0	650000	650000	0	0	0	650000	0	0	1460000	0	0	0	0	23171.24	0	1483171.24	1837763.32	488865.74	0	-12169.35	2314459.71	0	-831288.47
3883	重庆市桃源居社区发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1100000	0	0	0	0	29907.97	21137.72	1151045.69	1106000	42750	330	0	1149080	0	1965.69
3885	广东省同德教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202000	0	0	0	0	0	70317.82	272317.82	190000	72085.08	0	0	262085.08	0	10232.74
3888	湖南省岳阳职业技术学院教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303222.36	303222.36	0	0	0	303072.5	303072.5	0	149.86
3889	云南华瑞教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2050000	0	0	0	0	0	0	2050000	1241385.41	332177.78	-1757.52	0	1571805.67	0	478194.33
3890	西藏自治区高山救援基金会	1000000	0	0	0	0	0	17540.81	1017540.81	0	6656	0	1300	7956	0	1009584.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3892	常州市金坛区坤凤公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9900000	0	0	0	0	0	165168.96	10065168.96	200000	38026.45	0	0	238026.45	0	0
3893	四川省华侨公益基金会	9745869	0	0	0	0	0	0	9745869	15335600	0	0	0	15335600	0	-5589731	140000	0	0	0	0	0	171523.81	311523.81	0	9390	0	0	9390	0	302134.66
3894	安徽博爱公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164372.59	164372.59	98370.06	10360.88	770.48	5487.12	114988.54	0	49384.05
3895	泰顺县雪溪爱心慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34200	0	0	0	0	0	1969552.36	2003752.36	856690	81898.2	0	88057	1026645.2	0	977107.16
3897	北京成长教育发展基金会	5000000	0	0	0	0	0	0	5000000	0	0	0	0	0	0	5000000	5900000	0	0	0	0	0	34217.11	5934217.11	1282033.25	20246.53	0	0	1302279.78	0	4631937.33
3898	陕西秦兵马俑文物保护基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10438.84	10438.84	326637.26	198.35	0	0	326835.61	0	-316396.77
3901	通化市见义勇为基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273600	0	0	0	0	113837.5	2268.16	389705.66	396943	19167	0	0	416110	0	-26404.34
3902	云南三一爱心基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360100	0	0	0	0	0	22546.5	382646.5	395650	0	0	3050.58	398700.58	0	-16054.08
3903	上海雪山慈善基金会	40000	0	0	0	0	0	0	40000	40000	0	0	0	40000	0	0	12320	0	0	0	0	0	0	12320	88360	166795.59	-179.83	0	254975.76	0	-242655.76
3904	中脉道和公益基金会	8818823.21	0	0	0	0	0	0	8818823.21	19259295.48	0	0	0	19259295.48	13889741.72	3449269.45	9046664.22	0	0	0	0	832293.05	105972.59	9984929.86	570000	937135.01	159599	0	1666734.01	-13889741.72	-5571545.58
3905	云南状元文化公益基金会	0	0	0	0	0	0	0	0	240000	0	0	0	240000	-240000	0	0	0	0	0	0	0	0	0	20883	1500	-6877.48	0	15505.52	240000	-255505.52
3906	广东省广州大学教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5043605	0	0	0	0	0	10148.75	5053753.75	100000	4297	0	0	104297	0	4949456.75
3907	广东省云浮市云城区教育基金会	101800	0	0	0	0	0	0	101800	0	0	0	0	0	-101800	0	3873576	0	0	0	0	0	94448.51	3968024.51	2573890.4	11427.7	0	0	2585318.1	101800	1484506.41
3908	广东省广州外国语学校教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3381400	0	0	0	0	0	6296.77	3387696.77	1430570.36	26400	0	330	1457300.36	0	1930396.41
3909	上海市金山区教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1389745.59	955000	0	0	0	0	46849.32	301194.47	1303043.79	1094750.78	94446.65	0	977.7	1190175.13	0	112868.66
3911	云南唯真教育基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420000	0	0	0	0	0	8843.99	428843.99	479088	14064.8	0	0	493152.8	0	-64308.81
3912	四川省困难职工帮扶基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13298220.2	0	0	0	0	0	411787.16	13710007.36	11196154.9	281478.78	726	2075	11480434.68	0	2229572.68
3913	上海荣昶公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2160000	0	0	0	0	0	958170.46	3118170.46	2671784.91	159274.58	0	0	2831059.49	0	287110.97
3915	台州市路商思源慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	589000	0	0	0	0	0	6595.46	595595.46	381000	2148	0	0	383148	0	212447.46
3916	湖北省育才助学基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55540	0	0	0	0	0	28.86	55568.86	222077.97	112792.98	28072.5	1984.52	364927.97	0	-309359.11
3917	天津市和富文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020000	0	0	0	0	1675.36	9670.1	2031345.46	1829688.21	67728.79	0	0	1897417	0	133928.46
3918	北京我爱我家公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203627.5	0	0	0	0	0	0.2	203627.7	308714	2730	-8895.58	247	302795.42	0	-99167.72
3919	北京珍爱健康公益基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8817.87	8817.87	150476	11793	204	0	162473	0	-153655.13
3920	北京为华公益基金会	1182417.8	0	0	0	0	0	0	1182417.8	677290	0	0	0	677290	0	505127.8	0	0	0	0	0	0	43588.36	43588.36	317000	33155.88	0	2000	352155.88	0	-308567.52
3921	莆田市涵江区黄赛峰关心下一代基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354000	0	0	0	0	0	10575.36	364575.36	283580	5734.5	0	0	289314.5	0	75260.86
3922	北京中慈公益基金会	10000	0	0	0	0	0	0	10000	0	0	0	0	0	-10000	0	1079000.13	0	0	0	0	0	0	1079000.13	1624437.6	175790.19	-1119.03	0	1799108.76	10000	-710108.63
3924	合肥市社会组织发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249000	0	0	0	0	0	18117.95	267117.95	158882	26369.74	0	0	185251.74	0	0
3927	河南省闽商慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495000	0	0	0	0	0	104850.82	599850.82	251540	19762.86	1145	0	272447.86	0	327402.96
3928	桂平太平文化发展研究基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	101	4493.7	11465.4	0	0	15959.1	0	-15858.1
3930	贵州省遵义市知行助学基金会	582661.34	0	0	0	0	0	50237.97	632899.31	169343.18	79882	0	32	249257.18	0	383642.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3931	河南省孝德文化发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383310	0	0	0	0	0	104.49	383414.49	183120	4150	0	0	187270	0	196144.49
3932	云南云水慈善基金会	109680	30238	0	0	0	0	0	139918	0	0	0	0	0	0	91288	0	0	0	0	0	0	6312.89	6312.89	48630	245471.57	498.32	73	294672.89	0	-239730
3934	湖南省惠民肾病救助基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7290100	0	0	0	200000	0	0	7490100	7290100	3634	525.33	0	7294259.33	0	195840.67
3939	上海谢晋电影艺术基金会	100000	0	0	0	0	0	0	100000	0	0	0	0	0	0	100000	50000	0	0	0	0	0	0	50000	73474.61	35868.46	-4048.1	0	105294.97	0	-55294.97
3942	重庆心之海慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248300	0	0	0	0	0	6041.68	254341.68	223000	6790.04	0	0	229790.04	0	24551.64
3944	广东省岭南师范学院教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2633930.73	0	0	0	0	0	0	2633930.73	0	0	0	0	0	0	0
3945	广东省博华残疾人扶助基金会	581353	0	0	0	0	0	0	581353	180824.8	0	0	0	180824.8	0	400528.2	1400378.36	0	0	0	0	0	7808.24	1408186.6	1586778.79	145808.38	0	0	1732587.17	0	-324400.57
3947	山西省临猗县教育基金会	210083	0	0	0	0	0	0	210083	141000	0	0	0	141000	0	69083	0	0	0	0	0	0	11694.46	11694.46	1053000	14422	0	0	1067422	0	-1055727.54
3948	贵州省公安民警英烈基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131481.14	131481.14	0	0	0	0	0	0	131461.14
3949	武汉市第十二中学教育发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46000	0	0	0	0	129113.15	726.39	175839.54	100500	15272	0	0	115772	0	60067.54
3950	嘉兴市秀洲区新塍社区发展基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865000	0	10125.49	875125.49	601000	67749.3	0	0	668749.3	0	206376.19
3951	广东省钰华极限运动救助基金会	77088.7	0	0	0	0	0	0	77088.7	0	0	0	0	0	77088.7	154177.4	104189.12	0	0	0	0	0	915.41	105104.53	160002.65	17658.58	0	1766.95	179428.18	77088.7	2765.05
3952	深圳市幸福慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1174933.22	0	0	0	0	0	0	1174933.22	877302.05	53928.52	0	0	931230.57	0	243702.65
3954	北京弘道慈善基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	611575.6	0	0	0	0	0	41813.08	653388.68	617328.66	10479	667	0	628474.66	0	24914.02
3955	山东省泰山文化基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13915.18	13915.18	0	0	0	600	600	0	13315.18
3956	新疆生产建设兵团残疾人福利基金会	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130000	1793.2	0	0	131793.2	0	0
3957	河南省学生安全救助基金会	800	0	0	0	0	0	0	800	800	0	0	0	800	0	0	9843553.7	0	0	0	0	102521	1747.13	9947821.83	9324467.77	214960.44	22406.9	0	9561835.11	0	385986.72
3960	四川喜马拉雅慈善基金会	69322.71	0	0	0	0	0	0	69322.71	0	0	0	0	0	0	69322.71	316000	0	0	0	0	739785.79	321.43	1056107.22	364322.71	35091.7	950	9948.8	410313.21	0	645794.01
