,ba_cn,fa_accoe_last,fa_accoe_this,fa_accos_last,fa_accos_this,fa_accou_last,fa_accou_this,fa_adexe_last,fa_adexe_this,fa_adexs_last,fa_adexs_this,fa_adexu_last,fa_adexu_this,fa_asine_last,fa_asine_this,fa_asins_last,fa_asins_this,fa_asinu_last,fa_asinu_this,fa_cotoe_last,fa_cotoe_this,fa_cotos_last,fa_cotos_this,fa_cotou_last,fa_cotou_this,fa_dine_last,fa_dine_this,fa_dins_last,fa_dins_this,fa_dinu_last,fa_dinu_this,fa_etoue_last,fa_etoue_this,fa_etous_last,fa_etous_this,fa_etouu_last,fa_etouu_this,fa_fuexe_last,fa_fuexe_this,fa_fuexs_last,fa_fuexs_this,fa_fuexu_last,fa_fuexu_this,fa_gine_last,fa_gine_this,fa_gins_last,fa_gins_this,fa_ginu_last,fa_ginu_this,fa_gse_last,fa_gse_this,fa_gss_last,fa_gss_this,fa_gsu_last,fa_gsu_this,fa_inine_last,fa_inine_this,fa_inins_last,fa_inins_this,fa_ininu_last,fa_ininu_this,fa_intoe_last,fa_intoe_this,fa_intos_last,fa_intos_this,fa_intou_last,fa_intou_this,fa_neche_last,fa_neche_this,fa_nechs_last,fa_nechs_this,fa_nechu_last,fa_nechu_this,fa_otexe_last,fa_otexe_this,fa_otexs_last,fa_otexs_this,fa_otexu_last,fa_otexu_this,fa_otine_last,fa_otine_this,fa_otins_last,fa_otins_this,fa_otinu_last,fa_otinu_this,fa_pine_last,fa_pine_this,fa_pins_last,fa_pins_this,fa_pinu_last,fa_pinu_this,fa_sine_last,fa_sine_this,fa_sins_last,fa_sins_this,fa_sinu_last,fa_sinu_this,fp_yr,name,ricf_oid
1161,上海曙光中医药研究发展基金会,72643.58,2084660.1,72643.58,2115524.1,0.0,30864.0,0.0,0.0,22464.9,124148.69,22464.9,124148.69,0.0,0.0,0.0,0.0,0.0,0.0,72643.58,2084660.1,93543.48,2184365.25,20899.9,99705.15,60000.0,2498000.0,61000.0,2511000.0,1000.0,13000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1565.0,-55307.54,-1565.0,-55307.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000.0,2498000.0,61000.0,2511000.0,1000.0,13000.0,-12643.58,413339.9,-32543.48,326634.75,-19899.9,-86705.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海曙光中医药研究发展基金会,112.0
1162,上海市民办教育发展基金会,0.0,0.0,549785.0,5348774.5,549785.0,5348774.5,0.0,0.0,60484.8,226327.4,60484.8,226327.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610269.8,5575101.9,610269.8,5575101.9,0.0,0.0,79600000.0,10000000.0,79600000.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616095.89,4941780.82,1616095.89,4941780.82,0.0,0.0,81457410.75,15106420.7,81457410.75,15106420.7,0.0,0.0,80847140.95,9531318.8,80847140.95,9531318.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241314.86,164639.88,241314.86,164639.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市民办教育发展基金会,3862.0
1163,上海汽车工业教育基金会,0.0,0.0,1618648.2,1737932.18,1618648.2,1737932.18,0.0,0.0,177715.69,174801.33,177715.69,174801.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1796363.89,1912733.51,1796363.89,1912733.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1765166.67,1776410.0,1765166.67,1776410.0,0.0,0.0,1775315.05,1794002.57,1775315.05,1794002.57,0.0,0.0,-21048.84,-118730.94,-21048.84,-118730.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10148.38,17592.57,10148.38,17592.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海汽车工业教育基金会,122.0
1164,上海中欧国际工商学院教育发展基金会,22609976.21,18536297.46,28877275.71,20071097.46,6267299.5,1534800.0,0.0,0.0,2429918.39,1706000.0,2429918.39,1706000.0,0.0,0.0,0.0,0.0,0.0,0.0,22728374.23,18440344.18,29811981.2,18965173.93,7083606.97,524829.75,32163038.26,27064601.98,54611684.36,43757168.5,22448646.1,16692566.52,-1057864.1,-78250.0,0.0,0.0,1057864.1,78250.0,-81601.91,-95953.28,-1904244.83,-2811923.53,-1822642.92,-2715970.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,799999.7,0.0,1636127.7,0.0,836128.0,0.0,32963037.96,27064601.98,56247812.06,43757168.5,23284774.1,16692566.52,9176799.63,8546007.8,26435830.86,24791994.57,17259031.23,16245986.77,199999.93,0.0,409031.93,0.0,209032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海中欧国际工商学院教育发展基金会,17.0
1165,上海复旦大学教育发展基金会,0.0,0.0,47188448.98,99254376.9,47188448.98,99254376.9,0.0,0.0,2104460.18,1234008.56,2104460.18,1234008.56,0.0,55000.0,0.0,55000.0,0.0,0.0,0.0,0.0,47730490.8,100509426.98,47730490.8,100509426.98,80911594.86,251392802.79,81649317.02,257467885.93,737722.16,6075083.14,-47120136.78,-98259049.3,0.0,0.0,47120136.78,98259049.3,0.0,0.0,-1562418.36,15351.94,-1562418.36,15351.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054227.55,7516774.35,2309133.02,17015537.66,254905.47,9498763.31,82965822.41,258964577.14,88440902.07,283185042.9,5475079.66,24220465.76,35845685.63,160705527.84,40710411.27,182675615.92,4864725.64,21970088.08,0.0,0.0,0.0,5689.58,0.0,5689.58,0.0,0.0,4482452.03,8646619.31,4482452.03,8646619.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海复旦大学教育发展基金会,43.0
1166,上海市甬协公益基金会,0.0,0.0,486430.0,494294.0,486430.0,494294.0,0.0,0.0,51886.8,32343.6,51886.8,32343.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536743.0,526637.6,536743.0,526637.6,0.0,0.0,506210.14,270380.0,506210.14,270380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1573.8,0.0,-1573.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196097.22,492796.15,196097.22,492796.15,0.0,0.0,702307.36,764516.49,702307.36,764516.49,0.0,0.0,165564.36,237878.89,165564.36,237878.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1340.34,0.0,1340.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市甬协公益基金会,84.0
1167,上海市教育发展基金会,25617670.23,22499259.38,62565919.93,48223309.69,36948249.7,25724050.31,0.0,0.0,2905661.14,3523196.91,2905661.14,3523196.91,0.0,0.0,0.0,0.0,0.0,0.0,25617670.23,22499259.38,65471581.07,51746506.6,39853910.84,29247247.22,39311385.18,31543617.73,43752340.01,32717477.35,4440954.83,1173859.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14713081.49,24047820.73,14713081.49,24047820.73,39311385.18,31543617.73,65857614.64,72427887.84,26546229.46,40884270.11,13693714.95,9044358.35,386033.57,20681381.24,-13307681.38,11637022.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94598.04,8402810.05,94598.04,8402810.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7297595.1,7259779.71,7297595.1,7259779.71,2015,上海市教育发展基金会,77.0
1168,上海市人口福利基金会,8783104.03,3688596.8,9984904.03,4028916.8,1201800.0,340320.0,0.0,0.0,4908247.4,281673.96,4908247.4,281673.96,0.0,0.0,0.0,0.0,0.0,0.0,8783104.03,3688596.8,14893151.43,4310590.76,6110047.4,621993.96,7127058.81,4318517.92,9036992.26,5314621.07,1909933.45,996103.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7127058.81,4318517.92,9181641.38,5534931.56,2054582.57,1216413.64,-1656045.22,629921.12,-5711510.05,1224340.8,-4055464.83,594419.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144649.12,220310.49,144649.12,220310.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市人口福利基金会,56.0
1169,上海市嘉定区教育奖励基金会,0.0,0.0,2919391.21,2390203.56,2919391.21,2390203.56,0.0,0.0,33364.8,37378.9,33364.8,37378.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-24.86,2942317.69,2415765.67,2942317.69,2415790.53,1051750.0,2203972.28,1051750.0,2243972.28,0.0,40000.0,-1095201.21,-803788.36,0.0,0.0,1095201.21,803788.36,0.0,-24.86,-10438.32,-11816.79,-10438.32,-11791.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2060000.0,1980000.0,2060000.0,1980000.0,1051750.0,2203972.28,3115199.0,4224302.28,2063449.0,2020330.0,-43451.21,1400208.78,172881.31,1808536.61,216332.52,408327.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3449.0,330.0,3449.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市嘉定区教育奖励基金会,66.0
1170,上海市中小学幼儿教师奖励基金会,273300.0,3487689.2,7182218.99,9191684.4,6908918.99,5703995.2,0.0,0.0,625876.24,572741.27,625876.24,572741.27,0.0,0.0,0.0,0.0,0.0,0.0,273300.0,3487689.2,7808095.23,9764425.67,7534795.23,6276736.47,900000.0,0.0,1005500.0,1484000.0,105500.0,1484000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6771522.18,12173349.22,6771522.18,12173349.22,3900000.0,0.0,10957371.38,13839618.59,7057371.38,13839618.59,3626700.0,-3487689.2,3149276.15,4075192.92,-477423.85,7562882.12,0.0,0.0,0.0,0.0,0.0,0.0,3000000.0,0.0,3180349.2,182269.37,180349.2,182269.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市中小学幼儿教师奖励基金会,54.0
1171,上海民建扶帮公益基金会,473383.0,1385194.0,1425281.0,1818794.0,951898.0,433600.0,0.0,0.0,38537.0,42579.45,38537.0,42579.45,0.0,0.0,0.0,0.0,0.0,0.0,473383.0,1385194.0,1463818.0,1861373.45,990435.0,476179.45,1033960.0,1006230.0,1206035.7,2517804.96,172075.7,1511574.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,766851.92,1108406.04,766851.92,1108406.04,1033960.0,1006230.0,2007493.76,3657358.05,973533.76,2651128.05,560577.0,-378964.0,543675.76,1795984.6,-16901.24,2174948.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34606.14,31147.05,34606.14,31147.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海民建扶帮公益基金会,115.0
1172,上海浦东新区恩派公益基金会,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10126.3,0.0,10126.3,0.0,0.0,0.0,1000000.0,0.0,1000000.0,0.0,0.0,0.0,10126.3,0.0,10126.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3390.06,0.0,3390.06,0.0,0.0,0.0,1003724.57,0.0,1003724.57,0.0,0.0,0.0,993598.27,0.0,993598.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.51,0.0,334.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海浦东新区恩派公益基金会,4633.0
1173,上海驭能赛车运动发展基金会,0.0,0.0,0.0,150000.0,0.0,150000.0,0.0,0.0,3000.0,56465.7,3000.0,56465.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,206792.95,3000.0,206792.95,0.0,0.0,0.0,4800.0,0.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.25,0.0,327.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.78,11495.84,777.78,11495.84,0.0,0.0,-2222.22,-195297.11,-2222.22,-195297.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777.78,6695.84,777.78,6695.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海驭能赛车运动发展基金会,4136.0
1174,上海宜川路街道社区基金会,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.5,0.0,400.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-873.76,0.0,-873.76,0.0,0.0,0.0,2400000.0,0.0,2400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1274.26,0.0,-1274.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2400000.0,0.0,2400000.0,0.0,0.0,0.0,2400873.76,0.0,2400873.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海宜川路街道社区基金会,4775.0
1175,上海阎宝航社会公益基金会,6201237.12,3997630.76,6201237.12,4701354.23,0.0,703723.47,0.0,0.0,23992.37,100068.58,23992.37,100068.58,0.0,0.0,0.0,0.0,0.0,0.0,6201237.12,3997630.76,6224935.54,4806546.46,23698.42,808915.7,396201.19,3010000.0,774750.73,5010000.0,378549.54,2000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-293.95,5123.65,-293.95,5123.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,396201.19,3010000.0,774750.73,5010000.0,378549.54,2000000.0,-5805035.93,-987630.76,-5450184.81,203453.54,354851.12,1191084.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海阎宝航社会公益基金会,151.0
1176,上海东华大学教育发展基金会,7362765.0,8314391.0,7362765.0,8664391.0,0.0,350000.0,0.0,0.0,16691.0,9350.0,16691.0,9350.0,0.0,0.0,0.0,0.0,0.0,0.0,7362765.0,8314391.0,7379456.0,8673741.0,16691.0,359350.0,8315755.42,5417686.26,8715755.42,5617686.26,400000.0,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8382779.51,5437186.26,9421218.66,6122815.74,1038439.15,685629.48,1020014.51,-2877204.74,2041762.66,-2550925.26,1021748.15,326279.48,0.0,0.0,0.0,0.0,0.0,0.0,67024.09,19500.0,705463.24,505129.48,638439.15,485629.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海东华大学教育发展基金会,13.0
1177,上海真如社区基金会,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3700000.0,0.0,3700000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3704139.27,0.0,3704139.27,0.0,0.0,0.0,3704139.27,0.0,3704139.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4139.27,0.0,4139.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海真如社区基金会,4705.0
1178,上海市市西中学教育发展基金会,0.0,0.0,0.0,258893.86,0.0,258893.86,0.0,0.0,0.0,13025.4,0.0,13025.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263688.18,0.0,263688.18,0.0,0.0,0.0,10366040.0,0.0,10366040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8231.08,0.0,-8231.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.98,0.0,856.98,0.0,0.0,0.0,10368471.77,0.0,10368471.77,0.0,0.0,0.0,10104783.59,0.0,10104783.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1574.79,0.0,1574.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市市西中学教育发展基金会,4573.0
1179,上海市闸北区教育基金会,0.0,0.0,505215.0,949050.0,505215.0,949050.0,0.0,0.0,68753.75,132836.4,68753.75,132836.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573968.75,1081886.4,573968.75,1081886.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371993.7,397383.89,371993.7,397383.89,0.0,0.0,-201975.05,-684502.51,-201975.05,-684502.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371993.7,397383.89,371993.7,397383.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市闸北区教育基金会,92.0
1180,上海王正国创伤医学发展基金会,0.0,0.0,0.0,2376369.7,0.0,2376369.7,0.0,0.0,0.0,387764.53,0.0,387764.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800785.25,0.0,2800785.25,0.0,0.0,2000000.0,2938793.6,2000000.0,2938793.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,2938793.6,2000000.0,2938793.6,0.0,0.0,2000000.0,138008.35,2000000.0,138008.35,0.0,0.0,0.0,36651.02,0.0,36651.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海王正国创伤医学发展基金会,4137.0
1181,上海市浦东新区青少年发展基金会,0.0,0.0,0.0,915623.83,0.0,915623.83,0.0,0.0,0.0,6764.2,0.0,6764.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,957418.03,0.0,957418.03,0.0,0.0,0.0,2316583.91,0.0,2316583.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2320609.37,0.0,2320609.37,0.0,0.0,0.0,1363191.34,0.0,1363191.34,0.0,0.0,0.0,35030.0,0.0,35030.0,0.0,0.0,0.0,4025.46,0.0,4025.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市浦东新区青少年发展基金会,4314.0
1182,上海市慈善基金会,529188179.69,595538508.48,604983938.16,717902177.17,75795758.47,122363668.69,70650.0,225651.38,22121226.93,25699708.96,22050576.93,25474057.58,0.0,0.0,0.0,0.0,0.0,0.0,536560411.09,597621449.42,645512617.72,751204468.35,108952206.63,153583018.93,621790040.65,562960531.63,729651420.93,818152416.0,107861380.28,255191884.37,65077.62,77233828.1,0.0,0.0,-65077.62,-77233828.1,7301581.4,1857289.56,18323438.06,7515386.75,11021856.66,5658097.19,83700000.0,23760000.0,90392344.0,27780000.0,6692344.0,4020000.0,0.0,0.0,0.0,0.0,0.0,0.0,8744127.31,9681295.83,44683085.23,72280640.94,35938957.92,62599345.11,714234167.96,596401827.46,912686618.36,944240642.52,198452450.4,347838815.06,177738834.49,76014206.14,267174000.64,193036174.17,89435166.15,117021968.03,0.0,0.0,84014.57,87195.47,84014.57,87195.47,0.0,0.0,47959768.2,26027585.58,47959768.2,26027585.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市慈善基金会,75.0
1183,上海安慈公益基金会,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15587.5,0.0,15587.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15587.5,0.0,15587.5,0.0,0.0,0.0,3060000.0,0.0,3060000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3062790.51,0.0,3062790.51,0.0,0.0,0.0,3047203.01,0.0,3047203.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2790.51,0.0,2790.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海安慈公益基金会,4671.0
1184,上海市体育发展基金会,0.0,0.0,16783724.38,12761222.24,16783724.38,12761222.24,0.0,0.0,1694159.39,1400055.61,1694159.39,1400055.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18560148.6,14365516.29,18560148.6,14365516.29,0.0,0.0,8903157.03,6506412.29,8903157.03,6506412.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77705.83,202238.44,77705.83,202238.44,0.0,0.0,2700000.0,506250.0,2700000.0,506250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2050158.55,3141279.98,2050158.55,3141279.98,0.0,0.0,13876354.31,12353942.27,13876354.31,12353942.27,0.0,0.0,-4683794.29,-2011574.02,-4683794.29,-2011574.02,0.0,0.0,4559.0,2000.0,4559.0,2000.0,0.0,0.0,223038.73,2200000.0,223038.73,2200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市体育发展基金会,57.0
1185,上海市罕见病防治基金会,0.0,0.0,0.0,259868.0,0.0,259868.0,0.0,0.0,0.0,167896.92,0.0,167896.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398744.87,0.0,398744.87,0.0,0.0,2000000.0,1179500.0,2000000.0,1179500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-29020.05,0.0,-29020.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000000.0,1179500.0,2000000.0,1179500.0,0.0,0.0,2000000.0,780755.13,2000000.0,780755.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海市罕见病防治基金会,4022.0
1186,上海东方爱心基金会,0.0,0.0,98424.72,178424.72,98424.72,178424.72,0.0,0.0,9734.8,14558.62,9734.8,14558.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109378.65,194359.58,109378.65,194359.58,0.0,0.0,30000.0,800000.0,30000.0,800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1219.13,1376.24,1219.13,1376.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55000.0,0.0,55000.0,0.0,0.0,30000.0,855000.0,30000.0,855000.0,0.0,0.0,-79378.65,660640.42,-79378.65,660640.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海东方爱心基金会,15.0
1187,上海宏信公益基金会,0.0,0.0,0.0,211236.0,0.0,211236.0,0.0,0.0,0.0,22315.0,0.0,22315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233554.0,0.0,233554.0,0.0,0.0,0.0,2250000.0,0.0,2250000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2254126.59,0.0,2254126.59,0.0,0.0,0.0,2020572.59,0.0,2020572.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4126.59,0.0,4126.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,上海宏信公益基金会,4509.0
