Unnamed: 0	ba_cn	fp_agas_begin	fp_agas_end	fp_agd_begin	fp_agd_end	fp_asto_begin	fp_asto_end	fp_clas_begin	fp_clas_end	fp_csh_begin	fp_csh_end	fp_deex_begin	fp_deex_end	fp_det_begin	fp_det_end	fp_fias_begin	fp_fias_end	fp_fide_begin	fp_fide_end	fp_fifx_begin	fp_fifx_end	fp_fior_begin	fp_fior_end	fp_fito_begin	fp_fito_end	fp_flde_begin	fp_flde_end	fp_fra_begin	fp_fra_end	fp_inbu_begin	fp_inbu_end	fp_ldto_begin	fp_ldto_end	fp_lims_begin	fp_lims_end	fp_lobo_begin	fp_lobo_end	fp_lode_begin	fp_lode_end	fp_lopa_begin	fp_lopa_end	fp_lost_begin	fp_lost_end	fp_loto_begin	fp_loto_end	fp_noas_begin	fp_noas_end	fp_ntt_begin	fp_ntt_end	fp_ode_begin	fp_ode_end	fp_onin_begin	fp_onin_end	fp_otde_begin	fp_otde_end	fp_otfl_begin	fp_otfl_end	fp_otld_begin	fp_otld_end	fp_prde_begin	fp_prde_end	fp_prex_begin	fp_prex_end	fp_prp_begin	fp_prp_end	fp_rec_begin	fp_rec_end	fp_rm_begin	fp_rm_end	fp_shbo_begin	fp_shbo_end	fp_shpa_begin	fp_shpa_end	fp_shsa_begin	fp_shsa_end	fp_shta_begin	fp_shta_end	fp_sti_begin	fp_sti_end	fp_tofl_begin	fp_tofl_end	fp_tt_begin	fp_tt_end	fp_unls_begin	fp_unls_end	fp_yr	ricf_oid
3741	广安市关心下一代基金会		0.00		0.00		14,514,969.77		0.00		14,514,969.77		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		14,514,969.77		0.00		0.00		0.00		0.00		0.00		0.00		14,514,969.77		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		14,514,969.77		14,514,969.77		0.00	2015	4420
3742	深圳市江瀚公益基金会		0.00		0.00		4,671,901.01		0.00		13,131.83		0.00		10,241.87		12,551.18		2,843.82		0.00		15,395.00		12,551.18		10,241.87				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,664,342.88		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		4,646,218.00				0.00		0.00		8,900.00		0.00		0.00		4,659,349.83		4,674,584.75		4,664,342.88	2015	4412
3743	南安市仑苍镇教育发展基金会	0	0	0	0	11,151,616.4	10,603,619.94	0	0	2,611,250	2,063,253.54	0	0	7,702,000	8,174,000	366.4	366.4	6,963.6	6,963.6	0	0	7,330	7,330	366.4	366.4	7,702,000	8,174,000	0	0	0	0	0	0	3,615,163.2	2,640,384.98	0	0	0	0	0	0	0	0	0	0	0	0	3,449,616.4	2,429,619.94	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	8,540,000	8,540,000	0	0	0	0	0	0	7,702,000	8,174,000	0	0	0	0	0	0	11,151,250	10,603,253.54	11,151,616.4	10,603,619.94	-165,546.8	-210,765.04	2015	822
3744	深圳市斯坦梦教育公益基金会		0.00		0.00		2,356,231.32		0.00		644,543.34		0.00		5,150,681.31		211,687.98		21,728.02		0.00		233,416.00		211,687.98		5,150,681.31				0.00		0.00		4,794,449.99		0.00		0.00		0.00		0.00		0.00		0.00		2,794,449.99		0.00		0.00		0.00		0.00		0.00		0.00		0.00		500,000.00		1,000,000.00				5,500,000.00		375,697.60		24,480.00		1,898.91		0.00		2,144,543.34		2,356,231.32		2,000,000.00	2015	4421
3745	四川圣贝慈善基金会		0.00		0.00		1,825,413.01		0.00		1,825,413.01		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		1,825,413.01		0.00		0.00		0.00		0.00		0.00		0.00		1,825,413.01		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		1,825,413.01		1,825,413.01		0.00	2015	4408
3746	哈尔滨职业技术学院教育发展基金会		0.00		0.00		3,724,760.00		0.00		3,724,760.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		1,438,120.00		0.00		0.00		0.00		0.00		0.00		0.00		3,724,760.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		3,724,760.00		3,724,760.00		2,286,640.00	2015	4409
3747	邢台市妇女儿童发展基金会		0.00		0.00		1,997,069.61		0.00		107,822.81		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		2,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		1,997,069.61		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,889,246.80				0.00		0.00		0.00		0.00		0.00		1,997,069.61		1,997,069.61		2,930.39	2015	4410
3748	沧州市任丘瑞丰民营企业人才培养管理基金会		0.00		0.00		2,005,651.84		0.00		2,005,651.84		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,005,651.90		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,005,651.84		2,005,651.90		2,005,651.90	2015	4393
3749	沧州市任丘立华教育基金会																																																																																					2015	4394
3750	新乡市关心下一代基金会		0.00		0.00		2,007,414.88		0.00		2,007,414.88		0.00		1,000.00		0.00		0.00		0.00		0.00		0.00		1,000.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,006,414.88		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		1,000.00		0.00		0.00		0.00		2,007,414.88		2,007,414.88		2,006,414.88	2015	4259
3751	海南蔚蓝环境保护公益基金会																																																																																					2015	4363
3752	海南省一善公益基金会																																																																																					2015	4427
3753	上海杉树公益基金会	0	0	0.0	0.0	0.0	2151010.71	0.0	0.0	0.0	23677.96	0.0	0.0	0.0	4448.88	0.0	2332.75	0.0	1666.25	0	0	0.0	3999.0	0.0	2332.75	0.0	4448.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1907472.96	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2146561.83	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	5000.0	0.0	0.0	0.0	0.0	0.0	2241.3	0.0	0.0	0.0	2207.58	0.0	2120000.0	0.0	2148677.96	0.0	2151010.71	0.0	1907472.96	2015	4433
3754	南安市英都教育基金会		0.00		0.00		2,005,051.66		0.00		5,051.66		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		2,000,000.00		0.00		0.00		2,000,000.00		0.00		2,005,051.66		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		5,051.66		2,005,051.66		2,005,051.66	2015	828
3755	浙江省宏德慈善基金会		0.00		0.00		2,013,360.90		0.00		13,160.90		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		4,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		3,992,360.90		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		2,000,200.00		2,013,360.90		3,992,360.90		7,639.10	2015	4422
3756	北京光华之心公益基金会		0.00		0.00		2,000,000.00		0.00		2,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,000,000.00		2,000,000.00		2,000,000.00	2015	4441
3757	北京星河公益基金会		0.00		0.00		2,914,052.69		0.00		2,914,052.69		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		1,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		2,914,052.69		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,914,052.69		2,914,052.69		1,914,052.69	2015	4442
3758	辽宁省众德慈善基金会	0	0	0	0	0	1,914,976.29	0	0	0	14,976.29	0	0	0	6,037	0	0	0	0	0	0	0	0	0	0	0	6,037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,908,939.29	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6,037	0	0	0	0	0	1,900,000	0	1,914,976.29	0	1,914,976.29	0	1,908,939.29	2015	4434
3759	义乌市社会组织发展基金会		0.00		0.00		1,822,698.99		0.00		1,822,698.99		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,822,698.99		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		1,822,698.99		1,822,698.99		1,822,698.99	2015	4416
3760	南京市雨花台区新西善慈善基金会		0.00		0.00		2,804,100.00		0.00		2,804,100.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,804,100.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,804,100.00		2,804,100.00		2,804,100.00	2015	4430
3761	苏州高新区、虎丘区同心公益基金会																																																																																					2015	4431
3762	长春中医药大学教育基金会	0	0	0	0	0	2,307,333.5	0	0	0	2,266,515.5	0	0	0	70,000	0	0	0	0	0	0	0	0	0	0	0	70,000	0	0	0	0	0	0	0	2,080,000	0	0	0	0	0	0	0	0	0	0	0	0	0	2,237,333.5	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	40,818	0	0	0	0	0	70,000	0	0	0	0	0	0	0	2,307,333.5	0	2,307,333.5	0	157,333.5	2015	4414
3763	大连市百年人寿公益基金会																																																																																					2015	4432
3764	深圳市球爱同行慈善基金会		0.00		0.00		3,350,264.28		0.00		3,273,158.86		0.00		143,858.36		0.00		0.00		0.00		0.00		0.00		143,858.36				0.00		0.00		1,654,933.83		0.00		0.00		0.00		0.00		0.00		0.00		3,206,405.92		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		57,855.42				0.00		99,097.00		44,761.36		0.00		0.00		3,350,264.28		3,350,264.28		1,551,472.09	2015	4445
3765	南安市芙蓉基金会	0	0	550,000	0	62,758,385.12	60,450,679.75	0	0	84,610.25	2,204,893.68	0	0	17,666,178.4	2,538,467.85	32,319,751.2	52,546,890.37	15,817,124.82	25,856,061.92	0	0	48,136,876.02	78,402,952.29	58,159,481.87	54,101,552.07	17,116,178.4	2,538,467.85	0	0	25,839,730.67	1,554,661.7	0	0	0	0	0	0	0	0	0	0	1,904,000	1,704,000	1,904,000	1,704,000	2,000,000	2,000,000	45,092,206.72	57,912,211.9	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	610,293	34,950	0	405,284	0	0	17,116,178.4	2,538,467.85	0	0	0	0	0	0	694,903.25	2,645,127.68	62,758,385.12	60,450,679.75	45,092,206.72	57,912,211.9	2015	827
3766	深圳市盛荟慈善基金会		0.00		0.00		1,975,337.88		0.00		1,975,337.88		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,975,337.88		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		1,975,337.88		1,975,337.88		1,975,337.88	2015	4443
3767	重庆市胡晓华川菜文化发展基金会	0	0	0	0	2,002,469.96	2,169,996.78	0	0	2,002,469.96	229,996.78	0	0	1,200	1,200	0	0	0	0	0	0	0	0	0	0	1,200	1,200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,001,269.96	2,168,796.78	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	1,940,000	0	0	0	0	1,200	1,200	0	0	0	0	0	0	2,002,469.96	2,169,996.78	2,002,469.96	2,169,996.78	2,001,269.96	2,168,796.78	2015	4225
3768	上海月光公益基金会	0	0	0.0	0.0	0.0	1649100.64	0.0	0.0	0.0	1642701.64	0.0	0.0	0.0	0.0	0.0	6399.0	0.0	0.0	0	0	0.0	6399.0	0.0	6399.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1649100.64	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1649100.64	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1642701.64	0.0	1649100.64	0.0	1649100.64	2015	4448
3769	上海市韩束公益基金会	0	0	0.0	0.0	0.0	2004022.08	0.0	0.0	0.0	2004022.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2004022.08	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2004022.08	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2004022.08	0.0	2004022.08	0.0	2004022.08	2015	4449
3770	上海正享公益基金会	0	0	0.0	0.0	0.0	1801030.22	0.0	0.0	0.0	1801030.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1801030.22	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1801030.22	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1801030.22	0.0	1801030.22	0.0	1801030.22	2015	4450
3771	天津市利民公益基金会	0	0	0	0	0	1,998,750.55	0	0	0	750.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,998,750.55	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	1,998,000	0	0	0	0	0	0	0	0	0	0	0	0	0	1,998,750.55	0	1,998,750.55	0	1,998,750.55	2015	4437
3772	江苏省同泰慈善基金会																																																																																					2015	4226
3773	北京创业天使公益基金会		0.00		0.00		2,285,521.90		0.00		2,085,521.90		0.00		211,912.18		0.00		0.00		0.00		0.00		0.00		211,912.18				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,073,609.72		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		200,000.00				0.00		211,912.00		0.00		0.18		0.00		2,285,521.90		2,285,521.90		2,073,609.72	2015	4453
3774	上海聚德慈善基金会	0	0	0.0	0.0	0.0	1413976.28	0.0	0.0	0.0	1413976.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1413976.28	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1413976.28	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1413976.28	0.0	1413976.28	0.0	1413976.28	2015	4454
3775	永嘉县龙头公益事业发展基金会		0.00		0.00		2,181,465.80		0.00		690,018.80		0.00		177,000.00		0.00		0.00		0.00		0.00		1,441,447.00		177,000.00				1,441,447.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,004,465.80		0.00		0.00		0.00		0.00		0.00		0.00		0.00		50,000.00		0.00				177,000.00		0.00		0.00		0.00		0.00		740,018.80		2,181,465.80		2,004,465.80	2015	4459
3776	南平市困难党员帮扶基金会	0	0	0	0	8,695,298.93	8,621,170.72	0	0	3,694,599.93	3,620,471.72	0	0	0	0	699	699	13,281	13,281	0	0	13,980	13,980	699	699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,695,298.93	8,621,170.72	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	5,000,000	5,000,000	0	0	0	0	0	0	0	0	0	0	0	0	8,694,599.93	8,620,471.72	8,695,298.93	8,621,170.72	8,695,298.93	8,621,170.72	2015	830
3777	甘肃多识爱心基金会	0	0	0	0	0	2,066,699.66	0	0	0	2,066,699.66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,066,699.66	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,066,699.66	0	2,066,699.66	0	2,066,699.66	2015	4398
3778	湖南省绿之韵公益基金会		0.00		0.00		3,265,223.76		0.00		3,265,223.76		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,265,223.76		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		3,265,223.76		3,265,223.76		3,265,223.76	2015	4457
3779	威海南海爱心基金会		0.00		0.00		82,791,020.27		0.00		34,044.52		0.00		1,340,284.61		2,375.75		204.25		0.00		2,580.00		2,375.75		1,340,284.61				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		81,450,735.66		0.00		0.00		0.00		79,691,000.00		0.00		0.00		0.00		0.00		3,063,600.00				0.00		1,336,000.00		4,284.61		0.00		0.00		82,788,644.52		82,791,020.27		81,450,735.66	2015	4395
3780	武汉市贰基金公益基金会																																																																																					2015	4444
3781	武汉科技大学教育发展基金会		0.00		0.00		2,206,620.85		0.00		2,206,620.85		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,206,620.85		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,206,620.85		2,206,620.85		2,206,620.85	2015	4471
3782	达州市关心下一代基金会		0.00		0.00		11,502,081.93		0.00		11,373,748.93		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		11,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		11,502,081.93		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		128,333.00				0.00		0.00		0.00		0.00		0.00		11,502,081.93		11,502,081.93		502,081.93	2015	4461
3783	贵州绿色家园行动发展基金会	0	0	0	0	0	5,121,787.23	0	0	0	4,855,847.53	0	0	0	0	0	265,939.7	0	9,040.3	0	0	0	274,980	0	265,939.7	0	0	0	0	0	0	0	0	0	250,000	0	0	0	0	0	0	0	0	0	0	0	0	0	5,121,787.23	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4,855,847.53	0	5,121,787.23	0	4,871,787.23	2015	4462
3784	广东省平凡慈善基金会		0.00		0.00		2,038,065.45		0.00		2,038,065.45		0.00		70,000.00		0.00		0.00		0.00		0.00		0.00		70,000.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,968,065.45		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		70,000.00		0.00		0.00		0.00		2,038,065.45		2,038,065.45		1,968,065.45	2015	4602
3785	广东省基督教协会慈善基金会		0.00		0.00		2,033,307.59		0.00		2,033,307.59		0.00		3,000.00		0.00		0.00		0.00		0.00		0.00		3,000.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,030,307.59		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		3,000.00		0.00		0.00		0.00		2,033,307.59		2,033,307.59		2,030,307.59	2015	4417
3786	平潭县林光炜教育基金会		0.00		0.00		2,180,535.30		0.00		20,535.30		0.00		161,875.00		0.00		0.00		0.00		0.00		0.00		161,875.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,018,660.30		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,160,000.00				0.00		161,875.00		0.00		0.00		0.00		2,180,535.30		2,180,535.30		2,018,660.30	2015	1405
3787	深圳市轩鸿公益基金会																																																																																					2015	4451
3788	深圳市硕苗教育慈善基金会		0.00		0.00		1,892,250.66		0.00		1,892,250.66		0.00		53,000.00		0.00		0.00		0.00		0.00		0.00		53,000.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,839,250.66		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		53,000.00		0.00		0.00		0.00		1,892,250.66		1,892,250.66		1,839,250.66	2015	4455
3789	深圳市盈安慈善基金会		0.00		0.00		2,009,009.34		0.00		9,009.34		0.00		10,581.00		0.00		0.00		0.00		0.00		0.00		10,581.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,998,428.34		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,000,000.00				0.00		10,581.00		0.00		0.00		0.00		2,009,009.34		2,009,009.34		1,998,428.34	2015	4464
3790	北京德威佳业博士后科学基金会		0.00		0.00		2,004,921.49		0.00		2,004,921.49		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,004,921.49		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,004,921.49		2,004,921.49		2,004,921.49	2015	4477
3791	合肥合源公益慈善基金会		0.00		0.00		2,015,955.14		0.00		2,015,955.14		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,015,955.14		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,015,955.14		2,015,955.14		2,015,955.14	2015	4465
3792	浙江省壹加壹慈善公益基金会																																																																																					2015	4466
3793	泰顺县文礼书院教育发展基金会		0.00		0.00		5,588,204.01		0.00		5,588,204.01		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		5,588,204.01		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		5,588,204.01		5,588,204.01		5,588,204.01	2015	4467
3794	嘉兴市圆通大悲慈善基金会		0.00		0.00		2,136,517.67		0.00		2,069,962.52		0.00		896.45		0.00		0.00		0.00		0.00		0.00		896.45				0.00		0.00		2,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		2,137,414.12		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		896.45		0.00		2,136,517.67		2,136,517.67		137,414.12	2015	4473
3795	泉州金安恒兴教育基金会		0.00		0.00		9,109,191.89		0.00		9,191.89		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		9,109,191.89		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		9,100,000.00				0.00		0.00		0.00		0.00		0.00		9,109,191.89		9,109,191.89		9,109,191.89	2015	2172
3796	昆山杜克大学教育发展基金会		0.00		0.00		3,897,308.00		0.00		3,897,308.00		0.00		27,319.00		0.00		0.00		0.00		0.00		0.00		27,319.00				0.00		0.00		1,879,561.00		0.00		0.00		0.00		0.00		0.00		0.00		3,869,989.00		0.00		0.00		0.00		0.00		0.00		0.00		27,319.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		3,897,308.00		3,897,308.00		1,990,428.00	2015	4480
3797	睢宁儿童画发展基金会																																																																																					2015	4474
3798	泰兴市杏林基金会		0.00		0.00		8,019,852.50		0.00		8,019,852.50		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		8,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		8,019,852.50		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		8,019,852.50		8,019,852.50		19,852.50	2015	4478
3799	松阳县田园松阳名城名镇名村与传统村落保护发展基金会		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00	2015	4483
3800	南安市第一中学教育发展基金会		0.00		0.00		3,154,470.22		0.00		3,154,470.22		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		3,154,470.22		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		3,154,470.22		3,154,470.22		3,154,470.22	2015	4452
3801	运城市海养慈善基金会																																																																																					2015	4468
3802	四川省齐力慈善基金会		0.00		0.00		2,070,306.62		0.00		43,766.62		0.00		16,000.00		26,540.00		0.00		0.00		26,540.00		26,540.00		16,000.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,054,306.62		0.00		0.00		10,000.00		2,000,000.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,043,766.62		2,070,306.62		2,054,306.62	2015	4476
3803	重庆小树公益基金会	0	0	0	0	0	1,856,183.38	0	0	0	256,183.38	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1,856,174.38	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1,600,000	0	1,856,183.38	0	1,856,183.38	0	1,856,174.38	2015	4460
3804	武汉纺织大学教育发展基金会	0	0	0	0	0	2,738,561.31	0	0	0	1,125,834.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120,000	0	0	0	0	0	0	0	0	0	0	0	0	0	2,738,561.31	0	0	0	0	0	0	0	0	0.0	0	0	0	0	0	0	0	0	1,612,726.71	0	0	0	0	0	0	0	0	0	0	0	0	0	2,738,561.31	0	2,738,561.31	0	2,618,561.31	2015	4494
3805	泉州市宝树堂教育基金会		0.00		0.00		2,417,128.28		0.00		1,086,128.28		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		2,417,128.28		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		1,331,000.00				0.00		0.00		0.00		0.00		0.00		2,417,128.28		2,417,128.28		2,417,128.28	2015	2169
3806	四川心海慈善基金会		0.00		0.00		2,005,455.93		0.00		2,005,455.93		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		2,000,000.00		0.00		0.00		0.00		0.00		0.00		0.00		2,005,455.93		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00		0.00				0.00		0.00		0.00		0.00		0.00		2,005,455.93		2,005,455.93		5,455.93	2015	4481
