ba_cn	ind_year	ricf_oid
中国矿业大学教育发展基金会	2013	258
中国矿业大学教育发展基金会	2014	258
中国矿业大学教育发展基金会	2015	258
中国社会福利基金会	2013	259
中国社会福利基金会	2014	259
中国社会福利基金会	2015	259
中国禁毒基金会	2013	260
中国禁毒基金会	2014	260
中国禁毒基金会	2015	260
中国科学技术大学教育基金会	2013	261
中国科学技术大学教育基金会	2014	261
中国科学技术大学教育基金会	2015	261
中国科技馆发展基金会	2013	262
中国科技馆发展基金会	2014	262
中国科技馆发展基金会	2015	262
中国移动慈善基金会	2013	263
中国移动慈善基金会	2014	263
中国移动慈善基金会	2015	263
中国红十字基金会	2013	264
中国红十字基金会	2014	264
中国红十字基金会	2015	264
中国经济改革研究基金会	2013	265
中国经济改革研究基金会	2014	265
中国经济改革研究基金会	2015	265
中国绿化基金会	2013	266
中国绿化基金会	2014	266
中国绿化基金会	2015	266
中国绿色碳汇基金会	2013	267
中国绿色碳汇基金会	2014	267
中国绿色碳汇基金会	2015	267
中国老龄事业发展基金会	2013	268
中国老龄事业发展基金会	2014	268
中国老龄事业发展基金会	2015	268
中国职工发展基金会	2013	269
中国职工发展基金会	2014	269
中国职工发展基金会	2015	269
中国肝炎防治基金会	2013	270
中国肝炎防治基金会	2014	270
中国肝炎防治基金会	2015	270
中国航天基金会	2013	271
中国航天基金会	2014	271
中国航天基金会	2015	271
中国艺术节基金会	2013	272
中国艺术节基金会	2014	272
中国艺术节基金会	2015	272
中国西部人才开发基金会	2013	273
中国西部人才开发基金会	2014	273
中国西部人才开发基金会	2015	273
中国金融教育发展基金会	2013	274
中国金融教育发展基金会	2014	274
中国金融教育发展基金会	2015	274
中国青少年发展基金会	2013	275
中国青少年发展基金会	2014	275
中国青少年发展基金会	2015	275
中国青年创业就业基金会	2013	276
中国青年创业就业基金会	2014	276
中国青年创业就业基金会	2015	276
中国预防性病艾滋病基金会	2013	277
中国预防性病艾滋病基金会	2014	277
中国预防性病艾滋病基金会	2015	277
中国马克思主义研究基金会	2013	278
中国马克思主义研究基金会	2014	278
中国马克思主义研究基金会	2015	278
中央财经大学教育基金会	2013	279
中央财经大学教育基金会	2014	279
中央财经大学教育基金会	2015	279
中山市职工解困基金会	2013	280
中山市职工解困基金会	2014	280
中山市职工解困基金会	2015	280
中方县康龙助学基金会	2013	281
中方县康龙助学基金会	2014	281
中方县康龙助学基金会	2015	281
中社社会工作发展基金会	2013	282
中社社会工作发展基金会	2014	282
中社社会工作发展基金会	2015	282
中科院研究生教育基金会	2013	283
中科院研究生教育基金会	2014	283
中科院研究生教育基金会	2015	283
中远慈善基金会	2013	284
中远慈善基金会	2014	284
中远慈善基金会	2015	284
丰县见义勇为基金会	2013	285
丰县见义勇为基金会	2014	285
丰县见义勇为基金会	2015	285
临安市见义勇为奖励基金会	2013	286
临安市见义勇为奖励基金会	2014	286
临安市见义勇为奖励基金会	2015	286
临沂市见义勇为基金会	2013	287
临沂市见义勇为基金会	2014	287
临沂市见义勇为基金会	2015	287
临海市人民教育基金会	2013	288
临海市人民教育基金会	2014	288
临海市人民教育基金会	2015	288
临高县教育基金会	2013	289
临高县教育基金会	2014	289
临高县教育基金会	2015	289
丹东市公安民警救助基金会	2013	290
丹东市公安民警救助基金会	2014	290
丹东市公安民警救助基金会	2015	290
丹阳市见义勇为基金会	2013	291
丹阳市见义勇为基金会	2014	291
丹阳市见义勇为基金会	2015	291
丽水学院教育基金会	2013	292
丽水学院教育基金会	2014	292
丽水学院教育基金会	2015	292
丽水市人民教育基金会	2013	293
丽水市人民教育基金会	2014	293
丽水市人民教育基金会	2015	293
丽水市莲都区人民教育基金会	2013	294
丽水市莲都区人民教育基金会	2014	294
丽水市莲都区人民教育基金会	2015	294
乌兰夫基金会	2013	295
乌兰夫基金会	2014	295
乌兰夫基金会	2015	295
乌兰察布市教育发展基金会	2013	296
乌兰察布市教育发展基金会	2014	296
乌兰察布市教育发展基金会	2015	296
乌兰察布市残疾人福利基金会	2013	297
乌兰察布市残疾人福利基金会	2014	297
乌兰察布市残疾人福利基金会	2015	297
乌兰浩特市城乡困难群众大病医疗救助基金会	2013	298
乌兰浩特市城乡困难群众大病医疗救助基金会	2014	298
乌兰浩特市城乡困难群众大病医疗救助基金会	2015	298
乌兰浩特市扶贫基金会	2013	299
乌兰浩特市扶贫基金会	2014	299
乌兰浩特市扶贫基金会	2015	299
乐山市关心下一代基金会	2013	300
乐山市关心下一代基金会	2014	300
乐山市关心下一代基金会	2015	300
乐山市教育基金会	2013	301
乐山市教育基金会	2014	301
乐山市教育基金会	2015	301
乐清市社会组织发展基金会	2013	302
乐清市社会组织发展基金会	2014	302
乐清市社会组织发展基金会	2015	302
乐至县教育基金会	2013	303
乐至县教育基金会	2014	303
乐至县教育基金会	2015	303
九江市兆龙教育基金会	2013	304
九江市兆龙教育基金会	2014	304
九江市兆龙教育基金会	2015	304
九江市教育基金会	2013	305
九江市教育基金会	2014	305
九江市教育基金会	2015	305
九江银行敬老爱幼慈善基金会	2013	306
九江银行敬老爱幼慈善基金会	2014	306
九江银行敬老爱幼慈善基金会	2015	306
云南三益文化国防基金会	2013	307
云南三益文化国防基金会	2014	307
云南三益文化国防基金会	2015	307
云南东陆教育发展基金会	2013	308
云南东陆教育发展基金会	2014	308
云南东陆教育发展基金会	2015	308
云南中美二战国际友谊基金会	2013	309
云南中美二战国际友谊基金会	2014	309
云南中美二战国际友谊基金会	2015	309
云南农业大学有勇奖学基金会	2013	310
云南农业大学有勇奖学基金会	2014	310
云南农业大学有勇奖学基金会	2015	310
云南华商公益基金会	2013	311
云南华商公益基金会	2014	311
云南华商公益基金会	2015	311
云南厚德教育基金会	2013	312
云南厚德教育基金会	2014	312
云南厚德教育基金会	2015	312
云南同行公益基金会	2013	313
云南同行公益基金会	2014	313
云南同行公益基金会	2015	313
云南君仁博爱基金会	2013	314
云南君仁博爱基金会	2014	314
云南君仁博爱基金会	2015	314
云南启晨生命生存生活教育基金会	2013	315
云南启晨生命生存生活教育基金会	2014	315
云南启晨生命生存生活教育基金会	2015	315
云南启航教育基金会	2013	316
云南启航教育基金会	2014	316
云南启航教育基金会	2015	316
云南和谊公益基金会	2013	317
云南和谊公益基金会	2014	317
云南和谊公益基金会	2015	317
云南国际文化交流基金会	2013	318
云南国际文化交流基金会	2014	318
云南国际文化交流基金会	2015	318
云南士恒教育基金会	2013	319
云南士恒教育基金会	2014	319
云南士恒教育基金会	2015	319
云南大理白族自治州扶贫基金会	2013	320
云南大理白族自治州扶贫基金会	2014	320
云南大理白族自治州扶贫基金会	2015	320
云南大益爱心基金会	2013	321
云南大益爱心基金会	2014	321
云南大益爱心基金会	2015	321
云南孝尊教育基金会	2013	322
云南孝尊教育基金会	2014	322
云南孝尊教育基金会	2015	322
云南宝华福田慈善基金会	2013	323
云南宝华福田慈善基金会	2014	323
云南宝华福田慈善基金会	2015	323
云南慧邦尼公益基金会	2013	324
云南慧邦尼公益基金会	2014	324
云南慧邦尼公益基金会	2015	324
云南振英润云公益基金会	2013	325
云南振英润云公益基金会	2014	325
云南振英润云公益基金会	2015	325
云南教育基金会	2013	326
云南教育基金会	2014	326
云南教育基金会	2015	326
云南民族文化发展基金会	2013	327
云南民族文化发展基金会	2014	327
云南民族文化发展基金会	2015	327
云南民间国际友好交流基金会	2013	328
云南民间国际友好交流基金会	2014	328
云南民间国际友好交流基金会	2015	328
云南海佳助老基金会	2013	329
云南海佳助老基金会	2014	329
云南海佳助老基金会	2015	329
云南滇池保护治理基金会	2013	330
云南滇池保护治理基金会	2014	330
云南滇池保护治理基金会	2015	330
云南省俊发教育扶贫基金会	2013	331
云南省俊发教育扶贫基金会	2014	331
云南省俊发教育扶贫基金会	2015	331
云南省公安民警英烈基金会	2013	332
云南省公安民警英烈基金会	2014	332
云南省公安民警英烈基金会	2015	332
云南省关心下一代基金会	2013	333
云南省关心下一代基金会	2014	333
云南省关心下一代基金会	2015	333
云南省医疗扶贫基金会	2013	334
云南省医疗扶贫基金会	2014	334
云南省医疗扶贫基金会	2015	334
云南省妇女儿童发展基金会	2013	335
云南省妇女儿童发展基金会	2014	335
云南省妇女儿童发展基金会	2015	335
云南省工业人才发展基金会	2013	336
云南省工业人才发展基金会	2014	336
云南省工业人才发展基金会	2015	336
云南省扶贫基金会	2013	337
云南省扶贫基金会	2014	337
云南省扶贫基金会	2015	337
云南省普洱市教育基金会	2013	338
云南省普洱市教育基金会	2014	338
云南省普洱市教育基金会	2015	338
云南省杨善洲绿化基金会	2013	339
云南省杨善洲绿化基金会	2014	339
云南省杨善洲绿化基金会	2015	339
云南省残疾人福利基金会	2013	340
云南省残疾人福利基金会	2014	340
云南省残疾人福利基金会	2015	340
云南省法律援助基金会	2013	341
云南省法律援助基金会	2014	341
云南省法律援助基金会	2015	341
云南省泸商长江公益基金会	2013	342
云南省泸商长江公益基金会	2014	342
云南省泸商长江公益基金会	2015	342
云南省温暖工程慈善基金会	2013	343
云南省温暖工程慈善基金会	2014	343
云南省温暖工程慈善基金会	2015	343
云南省生物多样性保护基金会	2013	344
云南省生物多样性保护基金会	2014	344
云南省生物多样性保护基金会	2015	344
云南省禁毒与防治艾滋病基金会	2013	345
云南省禁毒与防治艾滋病基金会	2014	345
云南省禁毒与防治艾滋病基金会	2015	345
云南省绿色环境发展基金会	2013	346
云南省绿色环境发展基金会	2014	346
云南省绿色环境发展基金会	2015	346
云南省老龄事业发展基金会	2013	347
云南省老龄事业发展基金会	2014	347
云南省老龄事业发展基金会	2015	347
云南省董勒成公益发展基金会	2013	348
云南省董勒成公益发展基金会	2014	348
云南省董勒成公益发展基金会	2015	348
云南省见义勇为基金会	2013	349
云南省见义勇为基金会	2014	349
云南省见义勇为基金会	2015	349
云南省视界留学基金会	2013	350
云南省视界留学基金会	2014	350
云南省视界留学基金会	2015	350
云南省青少年发展基金会	2013	351
云南省青少年发展基金会	2014	351
云南省青少年发展基金会	2015	351
云南省青年创业就业基金会	2013	352
云南省青年创业就业基金会	2014	352
云南省青年创业就业基金会	2015	352
云南社会科学发展基金会	2013	353
云南聂耳音乐基金会	2013	354
云南聂耳音乐基金会	2014	354
