	ba_cn	ind_year	ricf_oid	ba_uscc	nm_offi
12336	上海裕乾公益基金会	2015	4773	53310000341481068Q	上海裕乾公益基金会
12337	上海慈爱公益基金会	2015	4774	53310000341481076K	上海慈爱公益基金会
12338	上海宜川路街道社区基金会	2015	4775	533100003414810929	上海宜川路街道社区基金会
12339	上海卓越脑科学发展基金会	2015	4776	53310000341481105Y	上海卓越脑科学发展基金会
12340	上海耕夫公益基金会	2015	4777	53310000341481113R	上海耕夫公益基金会
12341	上海彤程公益基金会	2015	4778	533100003414811567	上海彤程公益基金会
12342	上海淳遂众慈公益基金会	2015	4779	53310000341481180P	上海淳遂众慈公益基金会
12343	上海懿德中医发展基金会	2015	4780	53310000341481199L	上海懿德中医发展基金会
12344	上海市浙江商会公益基金会	2015	4781	533100003414810336	上海市浙江商会公益基金会
12345	仪征市老区扶贫基金会	2015	4782	53321081511003692W	仪征市老区扶贫基金会
12346	新昌中学教育发展基金会	2015	4783	53330624341482335L	新昌中学教育发展基金会
12347	西藏自治区公安民警英烈基金会	2015	4784	53540000353813955C	西藏自治区公安民警英烈基金会
12348	云南社会科学发展基金会	2015	4785	535300005183603508	云南社会科学发展基金会
12349	浙江省周希俭公益基金会	2015	4786	53330000A93377765N	浙江省周希俭公益基金会
12350	武汉工商学院教育发展基金会	2015	4787	534200003523620217	武汉工商学院教育发展基金会
12351	深圳市辽建友教育基金会	2015	4788	534403003593137754	深圳市辽建友教育基金会
12352	云南化育明珠教育基金会	2015	4789	535300003560744223	云南化育明珠教育基金会
12353	南通港闸经济开发区创业基金会	2015	4790	5332061151004672XK	南通港闸经济开发区创业基金会
12354	福建师范大学附属福清德旺中学奖教助学基金会	2015	4791	533501813415388459	福建师范大学附属福清德旺中学奖教助学基金会
12355	银川市欧亚起点慈善基金会	2015	4792	53640100MJX22402X4	银川市欧亚起点慈善基金会
12356	宁夏蓝海公益基金会	2015	4793	53640000MJX173701T	宁夏蓝海公益基金会
12357	河北省钻石公益基金会	2015	4794		
12358	广东省广东金融学院教育发展基金会	2015	4795	53440000341541470E	广东省广东金融学院教育发展基金会
12359	宁波公安关爱基金会	2015	4796	53330200MJ895959X0	宁波公安关爱基金会
12360	湖南省湘商公益基金会	2015	4797	53430000341479240A	湖南省湘商公益基金会
12361	北京弘德利生慈善基金会	2015	4798	53110000358997044A	北京弘德利生慈善基金会
12362	黑龙江省哈哈福爱心慈善基金会	2015	4799	532300003414842854	黑龙江省哈哈福爱心慈善基金会
12363	重庆市大爱渝商慈善基金会	2015	4800	53500000358725575R	重庆市大爱渝商慈善基金会
12364	岳阳市公安民警救助基金会	2015	4801	53430600341485464X	岳阳市公安民警救助基金会
12365	南京市雨花台区开发区及时雨基金会	2015	4802	53320114341540814K	南京市雨花台区开发区及时雨基金会
12366	广东省万菱公益基金会	2015	4803	53440000341540603L	广东省万菱公益基金会
12367	云南养瑞尚善公益基金会	2015	4804	53530000356111596T	云南养瑞尚善公益基金会
12368	梅州市广东梅县外国语学校奖教奖学基金会	2015	4805	53441400354761667Q	梅州市广东梅县外国语学校奖教奖学基金会
12369	北京国乐公益基金会	2015	4806	53110000358996754U	北京国乐公益基金会
12370	上海曹杨社区基金会	2015	4807	533100003415421070	上海曹杨社区基金会
12371	上海万里社区基金会	2015	4808	5331000034154206XL	上海万里社区基金会
12372	上海石泉社区基金会	2015	4809	53310000341542078L	上海石泉社区基金会
12373	上海建桥学院教育发展基金会	2015	4810	53310000341542086F	上海建桥学院教育发展基金会
12374	上海长寿社区基金会	2015	4811	53310000341542094A	上海长寿社区基金会
12375	内蒙古何文公益基金会	2015	4812	53150000MJ2227056U	内蒙古何文公益基金会
12376	江阴市香港江阴商会锡剧发展基金会	2015	4813	53320281509345036K	江阴市香港江阴商会锡剧发展基金会
12377	呼和浩特市扶贫基金会	2015	4814	53150100353113588E	呼和浩特市扶贫基金会
12378	北京康助老年健康基金会	2015	4815	53110000358997095J	北京康助老年健康基金会
12379	上海震旦教育发展基金会	2015	4816	53310000341543628Q	上海震旦教育发展基金会
12380	四川同心慈善基金会	2015	4817	53510000341533622U	四川同心慈善基金会
12381	心馨心血管健康（苏州工业园区）基金会	2015	4818		
12382	洛阳市教育奖励基金会	2015	4819	534103003589763901	洛阳市教育奖励基金会
12383	深圳市尚佐慈善基金会	2015	4820	53440300354457286B	深圳市尚佐慈善基金会
12384	北京城市学院教育基金会	2015	4821	53110000358998581Q	北京城市学院教育基金会
12385	海南莱士晨菲慈善基金会	2015	4822		
12386	厦门市天美仕慈善基金会	2015	4823	533502003415415269	厦门市天美仕慈善基金会
12387	深圳市招商证券公益基金会	2015	4824	53440300354452346Q	深圳市招商证券公益基金会
12388	晋江市养正中学种胜教育基金会	2015	4825	53350582341543839B	晋江市养正中学种胜教育基金会
12389	湖南省郑洞国教育基金会	2015	4826	5343000034154150XJ	湖南省郑洞国教育基金会
12390	深圳市甘露公益基金会	2015	4827	53440300359412730U	深圳市甘露公益基金会
12391	北京京妍公益基金会	2015	4828	53110000358998418H	北京京妍公益基金会
12392	沧州师范学院爱心助学基金会	2015	4829		
12393	广东省丹勋教育基金会	2015	4830	534400003414895029	广东省丹勋教育基金会
12394	广东省百川军盾慈善基金会	2015	4831	534400003414895104	广东省百川军盾慈善基金会
12395	广东省万明子慈善基金会	2015	4832	534400003414895291	广东省万明子慈善基金会
12396	深圳市福医公益基金会	2015	4833	53440300359406322F	深圳市福医公益基金会
12397	深圳市阳光绿色公益基金会	2015	4834	53440300359408061X	深圳市阳光绿色公益基金会
12398	北京险峰公益基金会	2015	4835	53110000358998127E	北京险峰公益基金会
12399	北京培根神经与心血管医学公益基金会	2015	4836	53110000MJ0176240K	北京培根神经与心血管医学公益基金会
12400	宁波市志愿服务基金会	2015	4837	53330200MJ8959602Q	宁波市志愿服务基金会
12401	深圳市观庙教育发展基金会	2015	4838	53440300359398799L	深圳市观庙教育发展基金会
12402	厦门银康慈善基金会	2015	4839	53350200341488382N	厦门银康慈善基金会
12403	南京心汇心公益基金会	2015	4840	5332010034148797XJ	南京心汇心公益基金会
12404	江西光华扶贫基金会	2015	4841	53360000356548114Q	江西光华扶贫基金会
12405	内蒙古山路光伏扶贫基金会	2015	4842	53150000MJ222703X1	内蒙古山路光伏扶贫基金会
12406	江阴陆桥社区教育基金会	2015	4843	53320281509345044E	江阴陆桥社区教育基金会
12407	中山市林东慈善基金会	2015	4844	534420003415279270	中山市林东慈善基金会
12408	天津市滨海新区汉沽儿童少年福利基金会	2015	4845		
12409	深圳市毅德公益基金会	2015	4846	53440300359457621B	深圳市毅德公益基金会
12410	上海甘泉社区基金会	2015	4847	533100003414911787	上海甘泉社区基金会
12411	上海嘉定工业区社区公益基金会	2015	4848	5331000034149116X7	上海嘉定工业区社区公益基金会
12412	上海巨海成杰公益基金会	2015	4849	533100003414911862	上海巨海成杰公益基金会
12413	上海美好临汾社区发展基金会	2015	4850	53310000341491194W	上海美好临汾社区发展基金会
12414	上海市杨浦区延吉社区公益基金会	2015	4851	53310000341491039G	上海市杨浦区延吉社区公益基金会
12415	上海华健儿童伤害预防公益基金会	2015	4852	53310000341491047B	上海华健儿童伤害预防公益基金会
12416	浙江远达公益基金会	2015	4853	53330000A933778535	浙江远达公益基金会
12417	北京伍连德公益基金会	2015	4854	53110000358999007X	北京伍连德公益基金会
12418	北京幸福公益基金会	2015	4855	53110000358999699F	北京幸福公益基金会
12419	泉州市洛江区奎峰教育基金会	2015	4856	533505043414917767	泉州市洛江区奎峰教育基金会
12420	安徽国轩慈善基金会	2015	4857	53340000358584469L	安徽国轩慈善基金会
12421	苏州工业园区金禾创业天使公益基金会	2015	4858		
12422	湖南东方红公益基金会	2015	4859	53430000341491725R	湖南东方红公益基金会
12423	昆明经济技术开发区金菜花慈善基金会	2015	4860	53530100356077252M	昆明经济技术开发区金菜花慈善基金会
12424	无锡市锡山区祥云慈善基金会	2015	4861	53320205509326011P	无锡市锡山区祥云慈善基金会
12425	广东省润希靖南抗骨癌基金会	2015	4862	53440000341551222U	广东省润希靖南抗骨癌基金会
12426	广东省天行健慈善基金会	2015	4863	53440000MJK8500279	广东省天行健慈善基金会
12427	南昌大学潘际銮教育基金会	2015	4864	533600003565576788	南昌大学潘际銮教育基金会
12428	广东省育实精英教育发展基金会	2015	4865	53440000341542780P	广东省育实精英教育发展基金会
12429	北京灿烂阳光慈善基金会	2015	4866	5311000035900100XH	北京灿烂阳光慈善基金会
12430	贵州省阳光助学公益基金会	2015	4867	53520000356349000L	贵州省阳光助学公益基金会
12431	无锡市欣融创业公益基金会	2015	4868	53320200MJ5978007P	无锡市欣融创业公益基金会
12432	河北省行善筑和公益基金会	2015	4869		
12433	黑龙江省佳木斯市海王卫生事业发展基金会	2015	4870	53230000341549974F	黑龙江省佳木斯市海王卫生事业发展基金会
12434	佛山市顺德区德威慈善基金会	2015	4871	534406063547758820	佛山市顺德区德威慈善基金会
12435	晋江市英林心公益慈善基金会	2015	4872	53350582341551353P	晋江市英林心公益慈善基金会
12436	海南省潮人公益基金会	2015	4873		
12437	安徽中投公益基金会	2015	4874	53340000358021498K	安徽中投公益基金会
12438	广东省长江公益基金会	2015	4875	5344000034149589X2	广东省长江公益基金会
12439	东莞市樟木头教育基金会	2015	4876	534419003415371054	东莞市樟木头教育基金会
12440	广东省菊城慈善基金会	2015	4877		
12441	深圳市大慈旅游慈善基金会	2015	4878	53440300359193873C	深圳市大慈旅游慈善基金会
12442	北京麦田慈善基金会	2015	4879	53110000MJ0176005K	北京麦田慈善基金会
12443	内蒙古光彩事业基金会	2015	4880	53150000MJ22270481	内蒙古光彩事业基金会
12444	海南省吴贤秀文化教育基金会	2015	4881	53460000348167979T	海南省吴贤秀文化教育基金会
12445	北京厚爱关节健康公益基金会	2015	4882	53110000MJ0175942A	北京厚爱关节健康公益基金会
12446	北京东方园林公益基金会	2015	4883	53110000359000293E	北京东方园林公益基金会
12447	中国海洋发展基金会	2015	4884	53100000717841667X	中国海洋发展基金会
12448	南京明德慈善基金会	2015	4885	533201003415506095	南京明德慈善基金会
12449	苏州市吴江区光彩事业助学基金会	2015	4886	533205093550641180	苏州市吴江区光彩事业助学基金会
12450	通辽市金盾公安民警优抚基金会	2015	4887		
12451	浙江凤林教育基金会	2015	4888		
12452	江苏省福邸老年慈善事业发展基金会	2015	4889	53320000509165190J	江苏省福邸老年慈善事业发展基金会
12453	瑞安市救急难公益基金会	2015	4890	53330381MJ9322718E	瑞安市救急难公益基金会
12454	河北省石药普恩慈善基金会	2015	4891		
12455	河北省君乐宝公益基金会	2015	4892		
12456	艾美助学基金会	2015	4893		
12457	广东省客都扶贫基金会	2015	4894	534400003414978956	广东省客都扶贫基金会
12458	宝应县老区扶贫基金会	2015	4895	533210233414951605	宝应县老区扶贫基金会
12459	北京修证公益基金会	2015	4896	53110000MJ0183037Y	北京修证公益基金会
12460	北京市顺义区慈善基金会	2015	4897	53110000359001093A	北京市顺义区慈善基金会
12461	天津市荣程普济公益基金会	2015	4898	531200003567316722	天津市荣程普济公益基金会
12462	中关村梅花与牡丹文化创意基金会	2015	4899	53110000MJ0175918R	中关村梅花与牡丹文化创意基金会
12463	上海中晋公益基金会	2015	4900	53310000MJ49500105	上海中晋公益基金会
12464	上海长征镇社区基金会	2015	4901	53310000MJ4950037W	上海长征镇社区基金会
