机构ID	机构名称	报表时间	接受捐赠收到的现金	收取会员费收到的现金	提供服务收到的现金	销售商品收到的现金	政府补贴收到的现金	收到的与其他业务活动有关的现金	业务活动现金流入小计	提供捐赠或者资助支付的现金	支付给员工以及为员工支付的现金	购买商品接受服务支付的现金	支付的其他与业务活动有关的现金	业务活动现金流出小计	业务活动产生的现金净流量	收回投资所收到的现金	取得投资收益所收到的现金	处置固定资产和无形资产所收回的现金	收到的其他与投资有关的现金	投资活动现金流入小计	购建固定资产和无形资产所支付的现金	对外投资所支付的现金	支付的其他与投资活动有关的现金	投资活动现金流出小计	投资活动产生的现金流量净额	借款所收到的现金	收到的其他与筹资活动有关的现金	筹资活动现金流入小计	偿还借款所支付的现金	偿还利息所支付的现金	支付的其他与筹资活动有关的现金	筹资活动现金流出小计	筹措活动产生的现金流量净额	汇率变动对现金的影响	现金及现金等价物净增加额
ricf_oid	ba_cn	fp_dt	cf_doc	cf_soc	cf_srvc	cf_proc	cf_govc	cf_otca	cf_atci	cf_dopc	cf_stpc	cf_psc	cf_otpc	cf_atco	cf_anc	cf_inc	cf_inrc	cf_assc	cf_oc	cf_itci	cf_aspc	cf_inpc	cf_oinc	cf_tinc	cf_intc	cf_leca	cf_tfc	cf_tfic	cf_bopc	cf_inpc	cf_ofc	cf_tfoc	cf_nfl	cf_exch	cf_ninc
2607	湖南省炎帝陵基金会	2013	1000000	0	0	0	0	6339.79	1006339.79 	384220.00 	0	0	18750.50 	402970.50 	603369.29 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	96907.20 	96907.20 	-96907.20 	0	0
2608	湖南省祁阳县教育基金会	2013	1949281	0	0	0	475000	5591.38	2429872.38 	682800.00 	2200	0	59874.00 	744874.00 	1684998.38 	0.00 	0.00 	0	6000	6000.00 	0.00 	0.00 	0.00 	0.00 	6000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2610	湖南省老龄事业发展基金会	2013	173991	0	0	0	100000	855532.6	1129523.60 	0.00 	90000	518892.5	48319.70 	657212.20 	472311.40 	3000000.00 	270175.00 	0	0	3270175.00 	0.00 	4000000.00 	0.00 	4000000.00 	-729825.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2611	湖南省职工扶贫基金会	2013	0	0	0	0	0	288969.14	288969.14 	687000.00 	0	0	14391.00 	701391.00 	-412421.86 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2612	湖南省茶祖神农基金会	2013	471547.23	0	0	0	0	1516.44	473063.67 	0.00 	44960	1095148.8	0.00 	1140108.80 	-667045.13 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2613	湖南省袁隆平农业科技奖励基金会	2013	0	0	0	0	0	8434.65	8434.65 	104000.00 	0	7059.6	6663.30 	117722.90 	-109288.25 	707466.11 	0.00 	0	0	707466.11 	0.00 	0.00 	0.00 	0.00 	707466.11 	0	0	0	0	0	230.00 	230.00 	-230.00 	0	0
2614	湖南省见义勇为基金会	2013	0	0	0	0	500000	7523.35	507523.35 	856869.00 	14400	3200	20620.00 	895089.00 	-387565.65 	0.00 	1170000.00 	0	0	1170000.00 	0.00 	0.00 	0.00 	0.00 	1170000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2615	湖南省资兴市教育基金会	2013	2734457	0	0	0	682660	1163313.68	4580430.68 	1580846.00 	33600	0	3529194.37 	5143640.37 	-563209.69 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	168776.90 	168776.90 	-168776.90 	0	0
2616	湖南省邵阳建国慈善基金会	2013	0	0	0	0	0	5000000	5000000.00 	432000.00 	0	0	12943.74 	444943.74 	4555056.26 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	486431.29	486431.29	0	0	0.00 	0.00 	486431.29 	0	0
2617	湖南省郴州市临武县教育基金会	2013	3457271	0	0	0	870000	620826.79	4948097.79 	3414451.60 	33360	137135.47	30700.00 	3615647.07 	1332450.72 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	146836.21 	146836.21 	-146836.21 	0	0
2618	湖南省郴州市北湖区教育基金会	2013	3858774.55	0	0	0	484375	3318112.95	7661262.50 	3527274.50 	15000	145191.4	4685000.00 	8372465.90 	-711203.40 	0.00 	205000.00 	0	0	205000.00 	0.00 	0.00 	0.00 	0.00 	205000.00 	0	0	0	0	0	208352.00 	208352.00 	-208352.00 	0	0
2619	湖南省郴州市嘉禾县教育基金会	2013	2836657.4	0	0	0	580000	3785.09	3420442.49 	2713106.40 	55440	33997.3	1630.26 	2804173.96 	616268.53 	197545.00 	1029543.00 	0	0	1227088.00 	0.00 	1200000.00 	0.00 	1200000.00 	27088.00 	0	0	0	0	0	83880.00 	83880.00 	-83880.00 	0	0
2620	湖南省郴州市苏仙区教育基金会	2013	2027822.6	0	0	0	1160000	504002.82	3691825.42 	1503930.00 	70160	61476.8	379651.24 	2015218.04 	1676607.38 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2621	湖南省长沙市光彩事业基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2622	湖南省长沙市芙蓉区人民教育基金会	2013	342601.8	0	0	0	0	131419.69	474021.49 	175400.00 	0	0	1638.00 	177038.00 	296983.49 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2623	湖南省长沙洗心禅寺慈善基金会	2013	4858531.86	0	0	0	0	219650.47	5078182.33 	4489826.45 	0	0	300.00 	4490126.45 	588055.88 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2624	湖南省青少年发展基金会	2013	43434765.92	0	0	0	180000	16789.85	43631555.77 	55616403.90 	1197154.97	0	293331.52 	57106890.39 	-13475334.62 	30000000.00 	2400000.00 	0	2001750	34401750.00 	262515.07 	10000000.00 	0.00 	10262515.07 	24139234.93 	0	751949.11	751949.11	0	0	10487.90 	10487.90 	741461.21 	0	0
2625	湖南省龙山县教育基金会	2013	1140421	0	0	0	550000	5041.11	1695462.11 	978455.75 	32800	0	131570.20 	131570.20 	552636.16 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2626	湖南省龙阳助学基金会	2013	0	1034000	0	0	0	110611.43	1144611.43 	542000.00 	31600	0	28016.90 	601616.90 	542994.53 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2627	湖南科技大学教育基金会	2013	70000	0	0	0	0	2382.65	72382.65 	0.00 	0	0	360.00 	360.00 	72022.65 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2628	湖南育才关心青少年基金会	2013	0	0	0	0	0	0	0.00 	212000.00 	12000	0	3273.56 	227273.56 	-227273.56 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2629	湖南胡杨助学励学公益基金会	2013	0	0	0	0	0	5000000	5000000.00 	1148000.00 	0	0	0.00 	1148000.00 	3852000.00 	12000000.00 	2870203.08 	0	0	14870203.08 	0.00 	6000000.00 	0.00 	6000000.00 	8870203.08 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2630	湖南青年创业就业基金会	2013	13090000	0	0	0	0	26884.68	13116884.68 	12057055.00 	233949.08	0	725048.09 	13016052.17 	100832.51 	5000000.00 	733625.00 	0	0	5733625.00 	0.00 	0.00 	0.00 	0.00 	5733625.00 	0	111594.92	111594.92	0	0	1902.80 	1902.80 	109692.12 	0	0
2631	湖南飞翔公益基金会	2013	0	0	0	0	0	231314.04	231314.04 	1500000.00 	0	0	3086.00 	1503086.00 	-1271771.96 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2632	湖州市见义勇为基金会	2013	0	0	0	0	0	6766.49	6766.49 	469000.00 	64422.2	0	141895.00 	675317.20 	-668550.71 	0.00 	960000.00 	0	0	960000.00 	0.00 	0.00 	0.00 	0.00 	960000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2634	湘潭县教育发展基金会	2013	10193831	0	0	0	300000	48032.43	10541863.43 	9553355.00 	55800	0	64422.18 	9673577.18 	868286.25 	0.00 	0.00 	0	0	0.00 	5870.00 	0.00 	0.00 	5870.00 	-5870.00 	0	0	0	0	0	185936.00 	185936.00 	-185936.00 	0	0
2635	湘潭市教育发展基金会	2013	4013696.48	0	0	0	0	4701100.86	8714797.34 	4548600.50 	13000	0	1351984.37 	5913584.87 	2801212.47 	0.00 	42420.52 	0	46754	89174.52 	7000.00 	0.00 	0.00 	7000.00 	82174.52 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2636	湛江市见义勇为基金会	2013	22000	0	0	0	3215000	127206.34	3364206.34 	163041.90 	87700	217205.69	0.00 	467947.59 	2896258.75 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	3000000	0.00 	3000000.00 	-3000000.00 	0	0
2638	滁州市见义勇为基金会	2013	652000	0	0	0	0	18335.88	670335.88 	128050.00 	23344	0	31213.60 	182607.60 	487728.28 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	300000	0	300000	0	0	12260.00 	12260.00 	287740.00 	0	0
2640	滨州市见义勇为基金会	2013	1354523	0	0	0	0	28887.66	1383410.66 	336000.00 	6000	279731	7512.00 	629243.00 	754167.66 	0.00 	18000000.00 	54997.26	0	18054997.26 	0.00 	18000000.00 	0.00 	18000000.00 	54997.26 	0	0	0	0	0	595.00 	595.00 	-595.00 	0	0
2642	滨海县见义勇为基金会	2013	380000	0	0	0	0	112201.51	492201.51 	53540.00 	11151.66	0	34395.00 	99086.66 	393114.85 	0.00 	0.00 	0	0	0.00 	0.00 	5300000.00 	0.00 	5300000.00 	-5300000.00 	0	0	0	0	0	1500.00 	1500.00 	-1500.00 	0	0
2643	滨海沿海工业园慈善基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2644	漳州市李瑞河茶文化教育基金会	2013	170000	0	0	0	0	5480.16	175480.16 	170000.00 	0	0	12639.11 	182639.11 	-7158.95 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2645	漳州市见义勇为基金会	2013	0	0	0	0	200000	195406.93	395406.93 	1406425.90 	173897.02	231434.04	66532.00 	1878288.96 	-1482882.03 	0.00 	1113000.00 	0	0	1113000.00 	0.00 	0.00 	0.00 	0.00 	1113000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2646	潍坊市人口关爱基金会	2013	1369730	0	0	0	300000	143228.44	1812958.44 	1723800.00 	0	0	3555.50 	1727355.50 	85602.94 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2647	潍坊市见义勇为基金会	2013	1893330.5	0	0	0	5000000	0	6893330.50 	0.00 	0	0	0.00 	0.00 	6893330.50 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2648	潍坊市铭仁文化发展基金会	2013	0	0	0	0	0	20002.26	20002.26 	0.00 	11600	0	6482.00 	18082.00 	1920.26 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2649	潘天寿基金会（浙江）	2013	530000	0	0	0	0	111039.36	641039.36 	0.00 	0	0	521706.85 	521706.85 	119332.51 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2652	潮安县文里爱心基金会	2013	0	101000	0	0	0	479.67	101479.67 	383000.00 	0	0	24645.50 	407645.50 	-306165.83 	0.00 	717301.44 	0	0	717301.44 	0.00 	0.00 	0.00 	0.00 	717301.44 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2657	澧县教师奖励基金会	2013	2246124.4	0	0	0	200000	16556.95	2462681.35 	1436130.00 	43300	31377.49	6000000.00 	7510807.49 	-5048126.14 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2658	濮阳市教育发展基金会	2013	23220000	0	0	0	0	95608.85	23315608.85 	5968745.00 	88630.28	41817.1	33060.00 	6132252.38 	17183356.47 	0.00 	0.00 	0	0	0.00 	96090.00 	11600000.00 	0.00 	11696090.00 	-11696090.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2659	瀛公益基金会	2013	1103334.83	0	54000	0	0	9905881.51	11063216.34 	15519673.02 	639758.79	0	12499516.04 	28658947.85 	-17595731.51 	0.00 	0.00 	0	0	0.00 	2500.00 	0.00 	0.00 	2500.00 	-2500.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2660	灌云县见义勇为基金会	2013	549500	0	0	0	0	0	16535.01 	566035.01 	100000	0	150.00 	100150.00 	465885.01 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2661	灌南县见义勇为基金会	2013	60000	0	0	0	0	9347.04	69347.04 	211300.00 	4000	0	15451.00 	230751.00 	-161403.96 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2662	灵山县准提慈善基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2663	烟台大学教育发展基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2664	烟台市枫林公益基金会	2013	0	0	1768446.98	0	0	44750	1813196.98 	358659.99 	38441.31	0	776709.53 	1173810.83 	639386.15 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2665	烟台市见义勇为基金会	2013	1400500	0	0	0	0	13786.65	1414286.65 	555000.00 	61400	0	476989.92 	1093389.92 	320896.73 	0.00 	600000.00 	0	0	600000.00 	7560.00 	0.00 	0.00 	7560.00 	592440.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2666	爱佑慈善基金会	2013	158754112.5	0	0	0	950000	3598050.26	163302162.78 	101876367.16 	0	0	2239192.92 	104115560.08 	59186602.70 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2667	爱德基金会	2013	85184219.41	0	0	0	0	4329935.49	89514154.90 	76434868.69 	5818544.33	0	8366977.25 	90620390.27 	-1106235.37 	456300000.00 	4709980.22 	3130	0	461013110.22 	111393.00 	454300000.00 	0.00 	454411393.00 	6601717.22 	0	0	0	0	0	0.00 	0.00 	0.00 	10578.05	0
2668	爱慕公益基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2670	牡丹江市公安民警救助基金会	2013	200000	0	0	0	0	129638.73	329638.73 	1868000.00 	20400	0	8300.28 	1896700.28 	-1567061.55 	35000000.00 	248486.08 	0	0	35248486.08 	6000.00 	17000000.00 	0.00 	17006000.00 	18242486.08 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2671	牡丹江市老年福利基金会	2013	20000	0	0	0	20000	0	40000.00 	10000.00 	0	0	1079.05 	11079.05 	28920.95 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	50000	0.00 	50000.00 	-50000.00 	0	0
2672	牡丹江师范学院教育发展基金会	2013	549127	0	0	0	0	2007550.47	2556677.47 	107951.00 	0	0	229.00 	108180.00 	2448497.47 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2673	玉林市好人好报基金会	2013	1098508.8	0	0	0	0	0	1098508.80 	168604.10 	0	0	45833.00 	214437.10 	884071.70 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	17719.68	17719.68	50000	0	275.60 	50275.60 	-32555.92 	0	0
2674	玉林市见义勇为基金会	2013	1000	0	0	0	4024500	375136.61	4400636.61 	0.00 	4100	0	9803.30 	13903.30 	4386733.31 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2676	王振滔慈善基金会	2013	17000000	0	0	0	0	0	17000000.00 	17023959.30 	316163.04	0	7399082.40 	24739204.74 	-7739204.74 	0.00 	0.00 	0	0	0.00 	0.00 	7000000.00 	0.00 	7000000.00 	-7000000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2677	珠海市凝警心医疗救助基金会	2013	90000	0	0	0	266100	414517.41	770617.41 	356100.00 	0	0	29832.43 	385932.43 	384684.98 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2678	珠海市扶贫基金会	2013	26476232.31	0	0	0	150000	783724.85	27409957.16 	12145001.70 	241330.01	0	183044.89 	12569376.60 	14840580.56 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2679	珠海市禁毒基金会	2013	2750000	0	0	0	5000000	489138.45	8239138.45 	5175769.60 	349284.5	0	115342.28 	5640396.38 	2598742.07 	0.00 	0.00 	0	0	0.00 	1600.00 	0.00 	0.00 	1600.00 	-1600.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2682	瑞安市人民教育基金会	2013	2973783.4	0	0	0	0	608090.03	3581873.43 	0.00 	79560	8750083.59	52639.36 	8882282.95 	-5300409.52 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	49486.00 	49486.00 	-49486.00 	0	0
2683	瑞安市公安民警救助奖励基金会	2013	10075000	0	0	0	0	229617.29	10304617.29 	4473477.50 	0	0	416840.40 	4890317.90 	5414299.39 	0.00 	0.00 	0	0	0.00 	6680.00 	0.00 	0.00 	6680.00 	-6680.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2684	瑞安市社会组织发展基金会	2013	145000	0	21000	0	5000000	13674.37	5179674.37 	129500.00 	12129	200000	3632.00 	345261.00 	4834413.37 	0.00 	0.00 	0	0	0.00 	43020.00 	0.00 	0.00 	43020.00 	-43020.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2716	田汉基金会	2013	0	0	0	0	0	42758.63	42758.63 	288557.37 	642	0	313027.70 	602227.07 	-559468.44 	0.00 	0.00 	0	0	0.00 	5288.00 	0.00 	0.00 	5288.00 	-5288.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2717	白城市公安民警优抚基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2718	白山市公安民警优抚基金会	2013	0	0	0	0	0	7473.35	7473.35 	337417.00 	0	0	0.00 	337417.00 	-329943.65 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2100000	0	2100000	0	0	0.00 	0.00 	2100000.00 	0	0
2721	百色市教育基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2722	益阳市教育基金会	2013	6904917	0	0	0	700000	0	7604917.00 	2316378.90 	0	0	648332.20 	2964711.10 	4640205.90 	0.00 	451.23 	0	0	451.23 	10910.00 	0.00 	0.00 	10910.00 	-10458.77 	0	5383.38	5383.38	0	0	302615.50 	302615.50 	-297232.12 	0	0
2723	盐城工业职业技术学院教育发展基金会	2013	163744	0	0	0	0	16293.2	180037.20 	369000.00 	0	0	12542.60 	381542.60 	-201505.40 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2724	盐城工学院教育发展基金会	2013	21235000	0	0	0	0	173592.35	21408592.35 	14077410.00 	0	107702	6000180.50 	20185292.50 	1223299.85 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2725	盐城市扶贫基金会	2013	28000	0	0	0	0	0	28000.00 	10000.00 	7800	0	8108.00 	25908.00 	2092.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	167.11 	167.11 	-167.11 	0	0
2726	盐城市李凤祥助学扶困基金会	2013	1268725	0	0	0	0	-25077.45	1243647.55 	1135456.80 	48526986.32	44625.41	-48465389.72 	1241678.81 	1968.74 	0.00 	0.00 	69859.8	0	69859.80 	0.00 	0.00 	0.00 	0.00 	69859.80 	0	0	0	115.14	0	115.14 	-115.14 	71713.40 	0	0
2727	盐城市盐都区见义勇为基金会	2013	1250000	0	0	0	0	71672.76	1321672.76 	12000.00 	0	0	2020.00 	14020.00 	1307652.76 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	84099.23	84099.23	0	0	0.00 	0.00 	84099.23 	0	0
2728	盐城市见义勇为基金会	2013	24000	0	0	0	22655220.54	0	22679220.54 	50000.00 	28300	12120	3954957.64 	4045377.64 	18633842.90 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2729	盐城师范学院教育发展基金会	2013	20545083.82	0	0	0	0	925786.22	21470870.04 	4282012.00 	0	115509.8	43963.90 	4441485.70 	17029384.34 	0.00 	0.00 	0	0	0.00 	41800.00 	0.00 	0.00 	41800.00 	-41800.00 	0	0	0	0	0	207740.00 	207740.00 	-207740.00 	0	0
2730	盐城胡友林慈善基金会	2013	0	0	0	0	0	0	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2732	盱眙县教育发展基金会	2013	0	0	0	0	60000	853435.5	913435.50 	331200.00 	0	0	69202.50 	400402.50 	513033.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2733	盱眙县见义勇为基金会	2013	990500	0	0	0	100000	367009.92	1457509.92 	0.00 	0	0	3840.00 	3840.00 	1453669.92 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2734	眉山市关心下一代基金会	2013	6496000	0	0	0	30000	9095.67	6535095.67 	716600.00 	9000	7505.4	0.00 	733105.40 	5801990.27 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	4000000	4000000	0	0	0.00 	0.00 	4000000.00 	0	0
2735	睢宁县慈善基金会	2013	17966526.23	0	0	0	0	49695.42	18016221.65 	1285255.00 	81800	0	1383627.41 	2750682.41 	15265539.24 	0.00 	0.00 	0	0	0.00 	131400.00 	0.00 	0.00 	131400.00 	-131400.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2736	睢宁县见义勇为基金会	2013	0	0	0	0	0	0	0.00 	0.00 	25000	0	0.00 	25000.00 	-25000.00 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2738	石家庄市志愿服务基金会	2013	0	0	0	0	0	27462.34	27462.34 	481860.00 	7904	50860.5	0.00 	540624.50 	-513162.16 	6000000.00 	416878.77 	0	0	6416878.77 	209900.00 	1500000.00 	0.00 	1709900.00 	4706978.77 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2739	石河子大学教育基金会	2013	2911597.2	0	0	0	0	8658.65	2920255.85 	1021200.00 	0	0	8956.05 	1030156.05 	1890099.80 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	2000000	0	2000000	0	0	0.00 	0.00 	2000000.00 	0	0
2740	石狮市蔡友玉教育基金会	2013	620000	0	0	0	0	689288.89	1309288.89 	376400.00 	36865	13599.77	48129.00 	474993.77 	834295.12 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2742	石狮市蔡辉煌教育基金会	2013	0	0	0	0	0	1192876.19	1192876.19 	0.00 	12000	0	810980.78 	822980.78 	369895.41 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2744	祁阳县昌世助学基金会	2013	181140	0	0	0	0	1403.05	182543.05 	229930.00 	0	0	5900.00 	235830.00 	-53286.95 	0.00 	200000.00 	0	0	200000.00 	0.00 	0.00 	0.00 	0.00 	200000.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
2747	福州一中教育发展基金会	2013	15000000	0	0	0	0	11271.19	15011271.19 	0.00 	7800	0	564727.53 	572527.53 	14438743.66 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	600000	2000000	2600000	0	0	0.00 	0.00 	2600000.00 	0	0
2748	福州大学教育发展基金会	2013	17382547.71	0	0	0	0	604812.42	17987360.13 	8985440.00 	18000	4388.5	320140.00 	9327968.50 	8659391.63 	0.00 	0.00 	0	0	0.00 	0.00 	0.00 	0.00 	0.00 	0.00 	0	0	0	0	0	0.00 	0.00 	0.00 	0	0
