机构ID	机构名称	数据年度	货币资金	短期投资	应收款项	预付账款	存货	待摊费用	一年内到期的长期债权投资	其他流动资产	流动资产合计	长期股权投资	长期债权投资	其他长期投资	长期投资合计	固定资产原价	累计折旧	固定资产净值	在建工程	文物文化资产	固定资产清理	固定资产合计	无形资产	受托代理资产	资产合计	短期借款	应付款项	应付工资	应交税金	预收帐款 	预提费用	预计负债	一年内到期的长期负债	其他流动负债	流动负债合计	长期借款	长期应付款	其他长期负债	长期负债合计	受托代理负债	负债合计	非限定性净资产	限定性净资产	净资产合计	负债和净资产合计
ricf_id	ba_cn 	fp_yr	fp_csh 	fp_sti 	fp_rec 	fp_prp 	fp_rm 	fp_deex 	fp_onin 	fp_tofl 	fp_tofl 	fp_lost 	fp_lode 	fp_loin 	fp_loto 	fp_fior 	fp_fide 	fp_fias 	fp_inbu 	fp_clas 	fp_fifx 	fp_fito 	fp_noas 	fp_agas 	fp_asto 	fp_shbo 	fp_shpa 	fp_shsa 	fp_shta 	fp_fra 	fp_prex 	fp_prde 	fp_ode 	fp_otde	fp_flde 	fp_lobo 	fp_lopa 	fp_otld 	fp_ldto 	fp_agd 	fp_det 	fp_unls	fp_lims 	fp_ntt 	fp_tt
95	上海市青年创业就业基金会	2014	760082.59	20770000	0	0		32400	0	0	21562482.59	100000	0	0	100000	70300	22487.5	47812.5	0	0	0	47812.5	0	0	21710295.09	0	2101	3486.5	15.3		0	0	0	0	90365.8	0	0	0	0	0	90365.8	11206906.79	10413022.5	21619929.29	21710295.09
96	上海市青浦区教育基金会	2014	7412468.04	0	16000000	0		0	0	12578.84	23425046.88	0	0	0	0	6573867.18	2444245.3	4129621.88	0	0	0	4129621.88	0	0	27554668.76	0	0	0	0		0	0	0	0	850000	0	0	0	0	0	850000	26704668.76	0	26704668.76	27554668.76
97	上海市静安区教育基金会	2014	18278424.91	0	0	0		0	0	0	18278424.91	500000	0	0	500000	0	0	0	0	0	0	0	0	0	18778424.91	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	18778424.91	0	18778424.91	18778424.91
98	上海市黄浦区教育基金会	2014	15322416.7	0	0	0		0	0	0	15322416.7	565273.5	50000000	0	50565273.5	83530	81064.55	2465.45	0	0	0	2465.45	0	0	65890155.65	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	60670433.65	5219722	65890155.65	65890155.65
99	上海师范大学教育发展基金会	2014	16237452.18	5000000	560000	0		0	0	0	21797452.18	0	0	0	0	0	0	0	0	0	0	0	0	0	21797452.18	0	17700	0	0		0	0	0	0	33095	0	0	0	0	0	33095	21764357.18	0	21764357.18	21797452.18
100	上海应用技术学院教育发展基金会	2014	7226192.86	0	0	0		0	0	0	7226192.86	0	0	0	0	0	0	0	0	0	0	0	0	0	7226192.86	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3500000	3726192.86	7226192.86	7226192.86
101	上海志成公益基金会	2014	743162.4	5000000	0	0		0	0	0	5743162.4	0	0	0	0	0	0	0	0	0	0	0	0	0	5743162.4	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5743162.4	0	5743162.4	5743162.4
102	上海思麦公益基金会	2014	2172315.08	0	0	0		0	0	0	2172315.08	0	0	0	0	0	0	0	0	0	0	0	0	0	2172315.08	0	0	17279.8	0		0	0	0	0	17279.8	0	0	0	0	0	17279.8	2040128.48	114901.1	2155029.58	2172309.38
103	上海恩德公益基金会	2014	5447304.9	0	0	0		0	0	0	5447304.9	0	0	0	0	0	0	0	0	0	0	0	0	0	5447304.9	0	100000	0	0		0	0	0	0	100000	0	0	0	0	0	100000	5347304.9	0	5347304.9	5447304.9
104	上海慈慧公益基金会	2014	1265548.52	11600000	140200	0		0	0	0	13005748.52	0	0	0	0	30686	8420.3	22265.7	0	0	0	22265.7	0	0	13028014.22	0	6988	0	0		0	0	0	0	6988	0	0	0	0	0	6988	6472260.79	6548765.43	13021026.22	13028014.22
105	上海慈源爱心基金会	2014	221865.63	0	490000	0		0	0	0	2011865.63	0	0	0	0	0	0	0	0	0	0	0	0	0	2011865.63	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2011865.63	0	2011865.63	2011865.63
106	上海文化发展基金会	2014	252241508.62	1174000	54728.34	0		0	0	0	253470236.96	0	0	0	0	33882263.49	13900539.69	19981723.8	0	0	0	19981723.8	0	0	273451960.76	0	1880003.06	0	0		0	0	0	0	1880003.06	0	0	0	0	0	1880003.06	21289570.52	250282387.18	271571957.7	273451960.76
107	上海文学发展基金会	2014	3786062.88	14385955.54	350000	0		0	0	0	18522018.42	0	0	0	0	0	0	0	0	0	0	0	0	0	18522018.42	0	4597.8	0	213433.55		0	0	0	0	218031.35	0	0	0	0	0	218031.35	18303987.07	0	18303987.07	18522018.42
109	上海新建桥老龄事业发展基金会	2014	5004588.5	0	0	0		0	0	0	5004588.5	0	0	0	0	0	0	0	0	0	0	0	0	0	5004588.5	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5004588.5	0	5004588.5	5004588.5
110	上海新泰高新技术研究与发展基金会	2014	14214357.7	0	0	0		0	0	0	14214357.7	25000000	0	0	25000000	28669	26515.6	2153.4	0	0	0	2153.4	0	0	39216511.1	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	39216511.1	0	39216511.1	39216511.1
111	上海明德公益基金会	2014	2464514.83	0	500	0		0	0	0	2465014.83	0	0	0	0	6400	172.44	6227.56	0	0	0	6227.56	0	0	2471242.39	0	457684.7	0	46.39		0	0	0	0	457731.09	0	0	0	0	0	457731.09	2013511.3	0	2013511.3	2471242.39
112	上海曙光中医药研究发展基金会	2014	3775947.68	0	0	0		0	0	0	3775947.68	0	0	0	0	2950	49.17	2900.83	0	0	0	2900.83	0	0	3778848.51	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2381674.78	1397173.73	3778848.51	3778848.51
114	上海木兰教育基金会	2014	2451252.59	0	0	0		0	0	0	2451252.59	0	0	0	0	0	0	0	0	0	0	0	0	0	2451252.59	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2451252.59	0	2451252.59	2451252.59
115	上海民建扶帮公益基金会	2014	1512979.73	13853626.89	0	0		0	0	0	15366606.62	0	0	0	0	11820	10667.55	1152.45	0	0	0	1152.45	0	0	15367759.07	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	14346725.77	1021033.3	15367759.07	15367759.07
116	上海民生公益基金会	2014	209183.26	7800000	16200940	0		0	0	0	24210123.26	5760000	0	0	5760000	18083	6059.85	12023.15	0	0	0	12023.15	0	0	29982146.41	0	2257680	0	0		0	0	0	0	2257680	0	0	0	0	0	2257680	27545001.61	179464.8	27724466.41	29982146.41
117	上海民生艺术基金会	2014	16123096.93	0	0	0		0	0	0	16123096.93	1000000	0	0	1000000	0	0	0	0	795849624.73	0	795849624.73	0	0	812972721.66	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	796973246.66	15999100	812972346.66	812972346.66
118	上海水资源保护基金会	2014	10077984.34	0	150	0		0	0	0	10078134.34	3700000	0	0	3700000	493772	456948.26	36823.74	0	0	0	36823.74	0	0	13814958.08	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	13814958.08	0	13814958.08	13814958.08
119	上海汇添富公益基金会	2014	1818286.49	17425862.68	1427741.53	0		0	0	0	20671890.7	3124999.99	0	0	3124999.99	0	0	0	0	0	0	0	0	0	23796890.69	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	14704645.15	9092245.54	23796890.69	23796890.69
120	上海汉庭社会公益基金会	2014	4799658.74	0	0	0		0	0	0	4799658.74	0	0	0	0	0	0	0	0	0	0	0	0	0	4799658.74	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4799658.74	0	4799658.74	4799658.74
121	上海汤臣慈善基金会	2014	422888.35	2500000	0	0		0	0	0	2922888.35	0	0	0	0	0	0	0	0	0	0	0	0	0	2922888.35	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2922888.35	0	2922888.35	2922888.35
122	上海汽车工业教育基金会	2014	2863709.17	0	0	0		0	0	0	2863709.17	34900000	0	0	34900000	221977	177868.44	44108.56	0	0	0	44108.56	0	0	37807817.73	0	783300	0	0		0	0	0	0	783300	0	0	0	0	0	783300	37024517.73	0	37024517.73	37807817.73
123	上海汽车工业科技发展基金会	2014	2921327.59	75000000	0	0		0	0	0	77921327.59	252000000	0	0	252000000	22700	21884	816	0	0	0	816	0	0	329922143.59	0	0	0	139401.51		0	0	0	0	139401.51	0	0	0	0	0	139401.51	329782742.08	0	329782742.08	329922143.59
125	上海浦东新区社会发展基金会	2014	10557505.74	62000000	0	0		0	0	0	72557505.74	0	7123719.89	0	7123719.89	4362148.4	846853.06	3515295.34	0	0	0	3515295.34	0	6000000	89196520.97	0	366364.93	0	54787.37		0	0	0	0	421152.3	0	8177805.2	0	8177805.2	7253040.13	15851997.63	73344523.34	0	73344523.34	89196520.97
126	上海浦发公益基金会	2014	3732710.1	25600080	0	0		0	0	0	29332790.1	0	0	0	0	4599	1019.48	3579.52	0	0	0	3579.52	0	0	29336369.62	0	0	0	117435.22		0	0	0	0	117435.22	0	0	0	0	0	117435.22	29218934.4	0	29218934.4	29336369.62
127	上海海事大学教育发展基金会	2014	6747290.22	0	0	0		0	0	0	6747290.22	0	0	0	0	0	0	0	0	0	0	0	0	0	6747290.22	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	6747290.22	6747290.22	6747290.22
128	上海海洋大学教育发展基金会	2014	6594203.12	0	0	0		0	0	0	6594203.12	0	0	0	0	0	0	0	0	0	0	0	0	0	6594203.12	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	4942365.42	1651837.7	6594203.12	6594203.12
129	上海淑德公益基金会	2014	2256960.2	0	0	0		0	0	0	2256960.2	0	0	0	0	0	0	0	0	0	0	0	0	0	2256960.2	0	0	0	0		0	0	0	3000	3000	0	0	8748	8748	0	11748	2245212.2	0	2245212.2	2256960.2
130	上海特殊关爱基金会	2014	10880927.77	0	2676	0		0	0	0	12678103.77	0	0	0	0	18050	962.66	17087.34	0	0	0	17087.34	0	0	12695191.11	0	6600	116000	1104.5		0	0	0	0	123704.5	0	0	0	0	0	123704.5	9438693.76	2962297.65	12400991.41	12524695.91
131	上海现代服务业发展研究基金会	2014	2386085.39	11420000	40000	0		0	0	0	13846085.39	12000000	0	0	12000000	0	0	0	0	0	0	0	0	0	25846085.39	0	1235.54	0	0		0	0	0	0	1235.54	0	0	0	0	0	1235.54	14694560.57	11150289.28	25844849.85	25846085.39
132	上海理工大学教育发展基金会	2014	6059000.1	15191445.1	0	0		0	0	0	21250445.2	0	0	0	0	0	0	0	0	0	0	0	0	0	21250445.2	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	21019045.2	231400	21250445.2	21250445.2
133	上海电力学院教育发展基金会	2014	9326557.13	0	300	0		0	0	0	9326857.13	1678240	0	0	1678240	0	0	0	0	0	0	0	0	0	11005097.13	0	0	0	0		0	0	0	0	50000	0	0	0	0	0	50000	8805097.13	2150000	10955097.13	11005097.13
134	上海百马慈善基金会	2014	38132.08	1600000	456929.6	0		0	0	0	2095061.68	0	0	0	0	0	0	0	0	0	0	0	0	0	2095061.68	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2095061.68	0	2095061.68	2095061.68
135	上海盛立公益基金会	2014	583938.41	2000000	0	0		0	0	0	2583938.41	0	0	0	0	0	0	0	0	0	0	0	0	0	2583938.41	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2532158.91	51779.5	2583938.41	2583938.41
136	上海真爱梦想公益基金会	2014	22579789.39	72493027.3	75900.4	236928		14543.43	0	0	99256619.97	0	0	0	0	418188.65	258737.27	159451.38	0	0	0	159451.38	1801666.63	0	101217737.98	0	5619759.18	1362975.47	15038.1		0	0	0	0	6997772.75	0	0	0	0	0	6997772.75	80198213.48	14021751.75	94219965.23	101217737.98
137	上海科技发展基金会	2014	17842862.34	9658225.67	1508990	0		0	0	0	29021653.01	10073744.31	0	0	10073744.31	541663.93	463443.72	78220.21	0	0	0	78220.21	0	53600	39227217.53	0	1587857.85	0	88.6		0	0	0	0	1587946.45	0	364000	0	364000	53600	2005546.45	37221671.08	0	37221671.08	39227217.53
138	上海科普教育发展基金会	2014	8167648.07	0	4000	216600		0	0	0	9712620.07	200000	80000000	0	80200000	2722312.64	2260731.56	461581.08	0	0	0	461581.08	0	0	90374201.15	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	90374201.15	0	90374201.15	90374201.15
139	上海立信会计学院潘序伦教育发展基金会	2014	724697.37	0	0	0		0	0	0	724697.37	0	4000000	0	4000000	0	0	0	0	0	0	0	0	0	4724697.37	0	0	0	32000		0	0	0	0	32000	0	2000000	0	2000000	0	2032000	2518454.57	174242.8	2692697.37	4724697.37
140	上海第一财经公益基金会	2014	4524322.53	0	0	0		0	0	1000	4525322.53	0	0	0	0	0	0	0	0	0	0	0	0	0	4525322.53	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2077376.74	2447945.79	4525322.53	4525322.53
141	上海美丽心灵社区公益基金会	2014	800866.27	1000000	29925	0		0	0	0	2190791.27	0	0	0	0	50910.47	8300.86	42609.61	0	0	0	42609.61	0	0	2233400.88	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	2233400.88	0	2233400.88	2233400.88
142	上海联劝公益基金会	2014	14244946.24	10000000	0	0		4759.5	0	412013.54	24661719.28	0	0	0	0	164807	96980.06	67826.94	0	0	0	67826.94	208466.66	0	24938012.88	0	0	153152.69	63837.09		4402000	0	0	4346.4	4623336.18	0	0	0	0	0	4623336.18	8127380.02	12187296.68	20314676.7	24938012.88
143	上海联和新泰战略研究与发展基金会	2014	103523201.02	0	0	0		0	0	0	103523201.02	25000000	0	0	25000000	124590	101906.36	22683.64	0	0	0	22683.64	0	0	128545884.66	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	128545884.66	0	128545884.66	128545884.66
144	上海能近公益基金会	2014	3093461.19	0	2000	0		0	0	0	3112198.19	0	0	0	0	2200	2090	110	0	0	0	110	0	0	3112308.19	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	3112308.19	0	3112308.19	3112308.19
145	上海视觉艺术学院教育发展基金会	2014	100869949.09	0	0	0		0	0	0	100869949.09	0	0	0	0	0	0	0	0	0	0	0	0	0	100869949.09	0	40	0	1302		0	0	0	0	1342	0	0	0	0	0	1342	95868607.09	5000000	100868607.09	100869949.09
146	上海财经大学教育发展基金会	2014	12245330.76	60000000	3520000	0		0	0	0	75765330.76	0	0	0	0	0	0	0	0	0	0	0	0	0	75765330.76	0	0.18	0	11865		0	0	0	0	11865.18	0	0	0	0	0	11865.18	72880465.58	2873000	75753465.58	75765330.76
147	上海郑桓公文化研究基金会	2014	15156.83	0	0	11542160		0	0	0	11769628.83	0	0	0	0	0	0	0	0	0	0	0	0	0	11769628.83	0	0	0	0		0	0	0	793837	8375237	0	0	0	0	0	8375237	3394391.83	0	3394391.83	11769628.83
148	上海金山卫镇为民大病重病帮扶基金会	2014	5072104.16	0	0	0		0	0	0	5072104.16	0	0	0	0	1980	0	1980	0	0	0	1980	0	0	5074084.16	0	0	5600	0		0	0	0	0	5600	0	0	0	0	0	5600	5066504.16	1980	5068484.16	5074084.16
149	上海钟笑炉集邮基金会	2014	1608491	0	0	0		0	0	0	2310491	100000	0	0	100000	0	0	0	0	0	0	0	0	0	2410491	0	36000	0	0		0	0	0	0	36000	0	0	0	0	0	36000	2374491	0	2374491	2410491
150	上海长江出版交流基金会	2014	7013943.91	0	0	0		0	0	0	7013943.91	0	0	0	0	0	0	0	0	0	0	0	0	0	7013943.91	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	7013943.91	0	7013943.91	7013943.91
151	上海阎宝航社会公益基金会	2014	159842.71	0	2606771.74	0		0	0	0	2768374.45	0	0	0	0	92450	81322.51	11127.49	0	0	0	11127.49	0	0	2779501.94	0	761768.21	0	350		0	0	0	0	762118.21	0	0	0	0	0	762118.21	546494.37	1470889.36	2017383.73	2779501.94
152	上海阮仪三城市遗产保护基金会	2014	2954283.99	0	3550	0		0	0	0	2957833.99	0	0	0	0	0	0	0	0	0	0	0	0	0	2957833.99	0	34324	0	174.5		0	0	0	0	34498.5	0	0	0	0	0	34498.5	2923335.49	0	2923335.49	2957833.99
153	上海阳光公益基金会	2014	5257595.77	0	0	0		0	0	0	5257595.77	0	0	0	0	0	0	0	0	0	0	0	0	0	5257595.77	0	0	0	0		0	0	0	0	513184.09	0	0	0	0	0	513184.09	4744411.68	0	4744411.68	5257595.77
154	上海韩哲一教育扶贫基金会	2014	5182188.65	0	0	0		0	0	0	5182188.65	1600000	0	0	1600000	5880	2909.37	2970.63	0	0	0	2970.63	0	0	6785159.28	0	100000	0	0		0	0	0	0	100000	0	0	0	0	0	100000	6185159.28	500000	6685159.28	6785159.28
155	上海颜德馨中医药基金会	2014	4351233.86	2270433.52	0	0		0	0	0	6621667.38	0	0	0	0	32732	26023	6709	0	0	0	6709	0	0	6628376.38	0	12500	0	0		0	0	0	0	12500	0	0	0	0	0	12500	6615876.38	0	6615876.38	6628376.38
156	东丰县见义勇为基金会	2014	1947262.93	0	0	0	0.00	0	0	0	1947262.93	0	0	0	0	2500	0	2500	0	0	0	2500	0	0	1949762.93	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1949762.93	0	1949762.93	1949762.93
159	东北师范大学教育基金会	2014	10206720.85	0	2151876	0		0	0	0	12358596.85	0	0	0	0	0	0	0	0	0	0	0	0	0	12358596.85	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1904926.95	10453669.9	12358596.85	12358596.85
160	东南大学成贤学院教育发展基金会	2014	48389834.56	0	5380528.63	1250425.79		0	0	0	55020788.98	0	0	0	0	85000	85000	0	0	0	0	0	0	0	55020788.98	0	220257.36	0	0		0	0	0	0	220257.36	0	0	0	0	0	220257.36	54800531.62	0	54800531.62	55020788.98
161	东南大学教育基金会	2014	375010080.91	20000000	0	95445		0	0	0	395105525.91	70380000	0	0	70380000	2282266	991266.39	1290999.61	0	0	0	1290999.61	0	0	466776525.52	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	368572417.51	98204108.01	466776525.52	466776525.52
162	东台市慈善基金会	2014	7017346.98	0	0	0		0	0	0	7017346.98	0	0	0	0	11720	0	11720	0	0	0	11720	0	0	7029066.98	0	923768.01	0	0		0	0	0	0	923768.01	0	0	0	0	0	923768.01	6105298.97	0	6105298.97	7029066.98
163	东台市见义勇为基金会	2014	6069366.52	0	0	0		0	0	0	6069366.52	0	0	0	0	0	0	0	0	0	0	0	0	0	6069366.52	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	6069366.52	0	6069366.52	6069366.52
164	东台市阳光助残基金会	2014	80788.65	0	11128.06	0		0	0	0	155216.71	5100000	0	0	5100000	20270	5781.06	14488.94	0	0	0	14488.94	0	0	5269705.65	0	104060	0	0		0	0	0	0	104060	0	0	0	0	0	104060	5165645.65	0	5165645.65	5269705.65
165	东安县教育基金会	2014	971396.53	0	5470000	0		0	0	0	6441396.53	0	0	0	0	0	0	0	0	0	0	0	0	0	6441396.53	0	12300	0	0		0	0	0	0	12300	0	0	0	0	0	12300	6429096.53	0	6429096.53	6441396.53
166	东海县见义勇为基金会	2014	18415.6	4500000	0	0		0	0	0	4518415.6	0	0	0	0	0	0	0	0	0	0	0	0	0	4518415.6	0	66000	0	0		0	0	0	0	66000	0	0	0	0	0	66000	4452415.6	0	4452415.6	4518415.6
167	东莞市东莞理工学院教育发展基金会	2014	13122500.45	60000000	45000	0		0	0	0	73167500.45	0	0	0	0	35241	31406	3835	0	0	0	3835	0	0	73171335.45	0	35163.04	0	0		0	0	0	0	222453.04	0	0	0	0	0	222453.04	66930822.95	6018059.46	72948882.41	73171335.45
168	东莞市医疗救济基金会	2014	11146676.47	0	0	0		0	0	0	11146676.47	0	139400000	0	139400000	56349	12037	44312	0	0	0	44312	0	0	150590988.47	0	0	0	0		0	0	0	519.06	519.06	0	0	0	0	0	519.06	149535129.97	1055339.44	150590469.41	150590988.47
169	东莞市残疾人福利基金会	2014	491224.62	18000000	0	0		0	0	0	18491224.62	0	0	0	0	61958	0	61958	0	0	0	61958	0	0	18553182.62	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	14547577.01	4005605.61	18553182.62	18553182.62
170	东莞市沙田教育基金会	2014	65348.72	1080000	194.35	0		0	0	0	1145543.07	9000000	0	0	9000000	12936	5546.71	7389.29	0	0	0	7389.29	0	0	10152932.36	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	10152932.36	0	10152932.36	10152932.36
171	东莞市见义勇为基金会	2014	7082318.26	0	0	0		0	0	0	7082318.26	0	135000000	0	135000000	77300	0	77300	0	0	0	77300	0	0	142159618.26		50000000	0	0		0	0	0	0	50000000	0	0	0	0	0	50000000	89398046.3	0	89398046.3	139398046.3
172	东营市见义勇为基金会	2014	21837083.47	0	0	0	0.00	0	0	0	21837083.47	0	0	0	0	66759	31689.6	35069.4	0	0	0	35069.4	0	0	21872152.87	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	21872152.87	0	21872152.87	21872152.87
174	东阳市社会治安综合治理基金会	2014	68484.11	3250000	0	0	0.00	0	0	0	3318484.11	0	0	0	0	0	0	0	0	0	0	0	0	0	3318484.11	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	1178484.11	2140000	3318484.11	3318484.11
175	东风公益基金会	2014	53431875.76	0	0	0		0	0	0	53431875.76	0	0	0	0	0	0	0	0	0	0	0	0	0	53431875.76	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	53431875.76	0	53431875.76	53431875.76
176	中关村教育基金会	2014	3963603.78	0	46314	0		0	0	0	4009917.78	0	0	0	0	2850	2850	0	0	0	0	0	0	0	4009917.78	0	14700	0	0		0	0	0	0	14700	0	0	0	0	0	14700	3995217.78	0	3995217.78	4009917.78
177	中兴通讯公益基金会	2014	4683220.55	45000000	287730	0	0.00	0	0	0	49970950.55	0	0	0	0	0	0	0	0	0	0	0	0	0	49970950.55	0	-918.08	20388.13	1336.73		0	0	0	0	20806.78	0	0	0	0	0	20806.78	49525282.67	424861.1	49950143.77	49970950.55
178	中华健康快车基金会	2014	48929083.63	12789664.27	7859.5	0	168,957.00	0	0	0	61895564.4	0	0	0	0	431697.4	269134.26	162563.14	0	0	0	162563.14	569.25	0	62058696.79	0	0	0	6896.36		0	0	0	0	175853.36	0	0	0	0	0	175853.36	60392302.43	1490541	61882843.43	62058696.79
179	中华全国体育基金会	2014	934079494.36	0	8810032	3600000	0.00	128335	0	0	946617861.36	0	0	0	0	13801091.99	525841.76	13275250.23	0	0	0	13275250.23	0	0	959893111.59	0	2000000	0	-57606.61		0	1059461.83	0	0	3001855.22	0	0	0	0	0	3001855.22	78447268.16	878443988.21	956891256.37	959893111.59
180	中华农业科教基金会	2014	2307867.94	0	0	642000		0	0	0	2949867.94	0	161900000	0	161900000	938126.01	871787.53	66338.48	0	0	0	66338.48	0	0	164916206.42	0	33948.02	0	2744.97		0	0	0	0	36692.99	0	0	0	0	0	36692.99	17734996.72	147144516.71	164879513.43	164916206.42
181	中华同心温暖工程基金会	2014	47351298.55	0	0	0	0.00	0	0	0	47351298.55	0	0	0	0	670503	579787.25	90715.75	0	0	0	90715.75	0	0	47442014.3	0	0	0	291.74		0	0	0	0	291.74	0	0	0	0	0	291.74	23714241.56	23727481	47441722.56	47442014.3
182	中华国际医学交流基金会	2014	63315138.79	0	109524	234000	0.00	0	0	0	63658662.79	500000	0	0	500000	167047.25	72734.77	94312.48	0	0	0	94312.48	0	0	64252975.27	0	16364622.22	1256.7	96315.64		0	0	0	0	32832333.54	0	0	0	0	0	32832333.54	29412386.24	2008255.49	31420641.73	64252975.27
183	中华国际科学交流基金会	2014	3123361.43	0	49150	312700	4,620,000.00	0	0	0	8105211.43	0	0	0	0	1204751	683833.12	520917.88	0	0	0	520917.88	64000	0	8690129.31	0	124307.14	0	68361.3		0	0	0	0	192668.44	0	0	0	0	0	192668.44	2671528.24	5825932.63	8497460.87	8690129.31
184	中华少年儿童慈善救助基金会	2014	3185541.23	54300000	7191484.16	0		4400000	0	0	70507450.84	0	0	0	0	3162393.05	1352205.06	1810187.99	0	0	0	1810187.99	350000	0	72667638.83	0	137400.65	0	12681		0	0	0	0	150081.65	0	0	0	0	0	150081.65	1076856.35	71440700.83	72517557.18	72667638.83
185	中华思源工程扶贫基金会	2014	152063748.7	0	2314677.22	0	6,111,273.14	0	0	0	160489699.06	0	0	0	0	1577071.4	492525.72	1084545.68	0	0	0	1084545.68	269166.55	0	161843411.29	0	65166.03	0	16004.06		0	0	0	0	81170.09	0	0	0	0	0	81170.09	16437633.91	145324607.29	161762241.2	161843411.29
186	中华文学基金会	2014	3240041.14	930792.16	14301722.64	845990	991,140.72	0	0	0	20309686.66	5176343.31	0	0	5176343.31	5434822.73	4531034.91	903787.82	1980326.94	34000	0	2918114.76	0	0	28404144.73	0	12888865.34	0	1728		0	0	0	0	12890593.34	4230290.08	0	0	4230290.08	0	17120883.42	9751538.8	1531722.51	11283261.31	28404144.73
187	中华环境保护基金会	2014	17832532.71	97111965.4	1907582.92	6863	8,336,582.00	16560.69	0	0	125212086.72	0	20700000	0	20700000	6561710.5	3520972.24	3040738.26	0	0	0	3040738.26	0	0	148952824.98	0	495140.4	0	3092.14		0	0	0	0	498232.54	0	0	0	0	0	498232.54	55759341.47	92695250.97	148454592.44	148952824.98
188	中华社会救助基金会	2014	10829478.5	29000000	48312.66	3009890.99	3,614,931.44	0	0	0	46502613.59	0	0	0	0	1151350.36	576462.93	574887.43	0	0	0	574887.43	16300	0	47093801.02	0	112156.31	0	0		0	0	0	0	112156.31	0	0	0	0	0	112156.31	9202985.41	37778659.3	46981644.71	47093801.02
189	中华社会文化发展基金会	2014	634808.78	33642951.95	2801530.16	0	627,310.60	0	0	0	37706601.49	0	0	0	0	891346	624954.28	266391.72	0	0	0	266391.72	0	0	37972993.21	0	7014155.15	0	3397		0	0	0	0	7017552.15	0	0	0	0	0	7017552.15	7120274.86	23835166.2	30955441.06	37972993.21
190	中华艺文基金会	2014	33059416.34	100000000	759299.44	10881.28	0.00	22080	0	0	133851677.06	0	0	0	0	0	0	0	0	0	0	0	0	0	133851677.06	0	0	0	217.11		0	0	0	0	217.11	0	0	0	0	0	217.11	133851459.95	0	133851459.95	133851677.06
191	中华见义勇为基金会	2014	132475604.44	0	30528	110000	0.00	0	0	0	132616132.44	0	0	0	0	3033799.88	2790600.28	243199.6	0	0	0	243199.6	0	0	132859332.04	0	86469.48	0	38.39		0	0	0	0	86507.87	0	0	0	0	0	86507.87	132155773.17	617051	132772824.17	132859332.04
193	中南大学教育基金会	2014	209116037.93	0	0	0		0	0	0	209116037.93	49700001	0	0	49700001	0	0	0	0	0	0	0	0	0	258816038.93	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	114629679.59	144186359.34	258816038.93	258816038.93
194	中南民族大学教育发展基金会	2014	6431688.72	0	0	0	0.00	0	0	0	6431688.72	0	0	0	0	0	0	0	0	0	0	0	0	0	6431688.72	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	5009708.72	1421980	6431688.72	6431688.72
195	中南财经政法大学教育发展基金会	2014	10744530.78	0	45000	0	0.00	0	0	0	10789530.78	0	9000000	0	9000000	0	0	0	0	0	0	0	0	0	19789530.78	0	800	0	0		0	0	0	0	800	0	0	0	0	0	800	16472119.55	3316611.23	19788730.78	19789530.78
